RDA,mapping,MARC 21 Authority encoding string and recording method
rdaw:P10424,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdae:P20359,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdae:P20346,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdaa:P50285,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdae:P20361,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdae:P20384,rdakit:hasM21,"500 1* $a, b, c, d, g, q [structured description]"
rdaa:P50353,rdakit:hasM21,500 3 $0 [identifier]
rdaa:P50353,rdakit:hasM21,500 3 $1 [IRI]
rdaa:P50353,rdakit:hasM21,"500 3 $a, c, d, g [structured description]"
rdae:P20416,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20534,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20428,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20546,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10554,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10589,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20453,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20571,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10579,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20542,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20409,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20527,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10592,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20407,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20525,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10562,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10577,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10569,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10567,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10576,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10594,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20415,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20533,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20395,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20513,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10575,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20399,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20517,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20436,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20554,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10580,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10585,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10583,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20442,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20560,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10599,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20426,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20425,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20544,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20543,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50440,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20404,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20522,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20411,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20529,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20448,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20566,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10578,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20430,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20548,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10553,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10555,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50053,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50372,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50099,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10327,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10582,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10596,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10556,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20408,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20526,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20398,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20516,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20452,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20570,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20397,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20449,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20515,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20567,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10558,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50436,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50437,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50438,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50443,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10559,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10563,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10591,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10593,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P51107,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10574,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20431,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20549,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20440,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20558,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20427,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20545,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20435,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20553,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20531,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10588,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20514,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10587,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10584,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10597,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10566,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20446,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20564,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10572,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20403,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20521,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10571,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20400,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20518,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20451,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20569,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20444,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20562,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20432,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20550,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20421,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20539,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20401,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20519,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20437,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20555,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20422,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20540,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20429,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20547,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10598,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20434,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20552,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20410,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20528,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10586,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50421,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50422,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20447,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20565,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10595,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20450,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20568,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10581,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20433,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20551,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10560,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10564,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10573,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20445,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20563,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20417,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20535,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50337,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50341,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50341,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50349,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50349,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20305,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50345,rdakit:hasM21,500 3* $0 [identifier]
rdap:P70009,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10315,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50219,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50362,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50335,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20303,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50326,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50317,rdakit:hasM21,500 3* $0 [identifier]
rdap:P70015,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10313,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10590,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10557,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20532,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20406,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20524,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10570,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10568,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20441,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20559,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20530,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20402,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20520,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20439,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20557,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20419,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20537,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P51097,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50021,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10606,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20423,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20541,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20438,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20556,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10262,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50423,rdakit:hasM21,500 3* $0 [identifier]
rdaa:P50424,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10561,rdakit:hasM21,500 3* $0 [identifier]
rdaw:P10565,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20418,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20536,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20405,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20523,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20420,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20538,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20443,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20561,rdakit:hasM21,500 3* $0 [identifier]
rdae:P20416,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20534,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20428,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20546,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10554,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10589,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20453,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20571,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10579,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20542,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20409,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20527,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10592,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20407,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20525,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10562,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10577,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10569,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10567,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10576,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10594,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20415,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20533,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20395,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20513,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10575,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20399,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20517,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20436,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20554,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10580,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10585,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10583,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20442,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20560,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10599,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20426,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20425,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20544,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20543,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50440,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20404,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20522,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20411,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20529,rdakit:hasM21,500 3* $1 [IRI]
,,
,,
rdaw:P10578,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20430,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20548,rdakit:hasM21,500 3* $1 [IRI]
,,
rdaw:P10555,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50053,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50372,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50099,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10327,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10582,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10596,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10556,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20408,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20526,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20398,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20516,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20452,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20570,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20397,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20449,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20515,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20567,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10558,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50436,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50437,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50438,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50443,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10559,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10563,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10591,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10593,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P51107,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10574,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20431,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20549,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20440,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20558,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20427,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20545,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20435,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20553,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20531,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10588,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20514,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10587,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10584,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10597,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10566,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20446,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20564,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10572,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20403,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20521,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10571,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20400,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20518,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20451,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20569,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20444,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20562,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20432,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20550,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20421,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20539,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20401,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20519,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20437,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20555,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20422,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20540,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20429,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20547,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10598,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20434,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20552,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20410,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20528,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10586,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50421,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50422,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20447,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20565,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10595,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20450,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20568,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10581,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20433,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20551,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10560,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10564,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10573,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20445,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20563,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20417,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20535,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50337,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50341,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50341,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50349,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50349,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20305,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50345,rdakit:hasM21,500 3* $1 [IRI]
rdap:P70009,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10315,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50219,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50362,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50335,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20303,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50326,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50317,rdakit:hasM21,500 3* $1 [IRI]
rdap:P70015,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10313,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10590,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10557,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20532,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20406,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20524,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10570,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10568,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20441,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20559,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20530,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20402,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20520,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20439,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20557,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20419,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20537,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P51097,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50021,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10606,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20423,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20541,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20438,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20556,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10262,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50423,rdakit:hasM21,500 3* $1 [IRI]
rdaa:P50424,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10561,rdakit:hasM21,500 3* $1 [IRI]
rdaw:P10565,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20418,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20536,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20405,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20523,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20420,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20538,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20443,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20561,rdakit:hasM21,500 3* $1 [IRI]
rdae:P20416,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20534,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20428,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20546,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10554,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10589,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20453,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20571,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10579,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20542,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20409,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20527,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10592,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20407,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20525,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10562,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10577,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10569,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10567,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10576,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10594,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20415,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20533,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20395,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20513,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10575,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20399,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20517,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20436,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20554,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10580,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10585,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10583,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20442,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20560,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10599,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20426,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
