RDA,mapping,MARC 21 Authority encoding string and recording method
rdae:P20425,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20544,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20543,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50440,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20404,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20522,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20411,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20529,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
,,
,,
rdaw:P10578,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20430,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20548,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10553,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10555,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50053,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50372,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50099,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10327,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10582,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10596,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10556,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20408,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20526,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20398,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20516,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20452,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20570,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20397,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20449,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20515,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20567,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10558,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50436,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50437,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50438,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50443,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10559,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10563,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10591,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10593,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P51107,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50020,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10574,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20431,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20549,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20440,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20558,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20427,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20545,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20435,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20553,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20531,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10588,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20514,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10587,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10584,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10597,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10566,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20446,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20564,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10572,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20403,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20521,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10571,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20400,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20518,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20451,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20569,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20444,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20562,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20432,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20550,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20421,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20539,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20401,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20519,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20437,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20555,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20422,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20540,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20429,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20547,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10598,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20434,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20552,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20410,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20528,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10586,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50421,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50422,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20447,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20565,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10595,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20450,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20568,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10581,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20433,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20551,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10560,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10564,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10573,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20445,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20563,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20417,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20535,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50337,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50341,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50341,rdakit:hasM21,"500 3* $a, c, d, g []"
rdaa:P50349,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50349,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20305,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50345,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdap:P70009,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10315,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50219,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50362,rdakit:hasM21,"500 3* $a, c, d, g"
rdaa:P50335,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20303,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50326,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50317,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdap:P70015,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10313,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10590,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10557,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20532,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20406,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20524,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10570,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10568,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20441,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20559,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20530,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20402,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20520,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20439,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20557,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20419,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20537,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P51097,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50021,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10606,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20423,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20541,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20438,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20556,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10262,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50423,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50424,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10561,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaw:P10565,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20418,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20536,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20405,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20523,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20420,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20538,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20443,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdae:P20561,rdakit:hasM21,"500 3* $a, c, d, g [structured description]"
rdaa:P50301,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50302,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20049,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20416,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20475,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20012,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20428,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20487,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50426,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20028,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20453,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20512,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10009,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10005,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20483,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20038,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20409,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20468,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20292,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20407,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20466,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50240,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20287,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20415,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20474,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20285,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20395,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20454,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50427,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20283,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20399,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20458,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20021,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20436,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20495,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50232,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20011,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20442,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20501,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20328,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20329,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20426,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20425,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20485,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20484,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50369,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50433,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50231,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50435,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20036,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20404,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20463,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10011,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20040,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20411,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20470,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20053,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20448,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20507,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10182,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20014,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20430,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20489,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10219,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10006,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20296,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20408,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20467,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20033,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20398,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20457,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20295,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20452,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20511,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20330,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20055,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20397,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20449,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20456,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20508,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50096,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50370,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50442,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51104,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51105,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50017,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50062,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50112,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51106,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51107,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50007,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50010,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50008,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20016,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20431,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20490,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10007,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20015,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20440,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20499,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20286,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20427,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20486,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20020,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20435,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20494,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20472,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20455,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20259,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20446,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20505,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20277,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20403,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20462,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50241,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20284,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20400,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20459,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10212,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50011,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10213,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20058,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20451,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20510,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20293,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20444,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20503,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20017,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20432,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20491,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20294,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20421,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20480,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20035,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20401,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20460,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20022,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20437,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20496,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20279,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20422,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20481,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20013,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20429,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20488,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20019,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20434,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20493,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10019,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10147,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20039,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20410,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20469,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50368,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50095,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10010,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10156,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50421,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50012,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50229,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20054,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20447,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20506,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50013,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50014,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20056,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20450,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20509,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20018,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20433,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20492,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20050,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20445,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20504,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20052,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20417,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20476,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50309,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50358,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50333,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50324,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50315,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50337,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50341,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50341,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50349,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50349,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20305,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50353,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50345,rdakit:hasM21,510 ** $0 [identifier]
rdap:P70009,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10315,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50218,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50359,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50336,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20304,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50327,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50318,rdakit:hasM21,510 ** $0 [identifier]
rdap:P70016,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10314,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50306,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50321,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50312,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50305,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50320,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50311,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20473,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20327,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20406,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20465,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20025,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20441,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20500,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20471,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20276,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20402,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20461,rdakit:hasM21,510 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20024,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20439,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20498,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20258,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20419,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20478,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51098,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51099,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50009,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50063,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50371,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51096,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P51097,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50015,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20031,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20423,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20482,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20023,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20438,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20497,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50288,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50423,rdakit:hasM21,510 ** $0 [identifier]
rdaa:P50016,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20034,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20418,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20477,rdakit:hasM21,510 ** $0 [identifier]
rdae:P20037,rdakit:hasM21,510 ** $0 [identifier]
