RDA,mapping,DC term
rdaw:P10450,rdfs:subPropertyOf,dct:creator
rdaw:P10451,rdfs:subPropertyOf,dct:creator
rdaw:P10452,rdfs:subPropertyOf,dct:creator
rdaw:P10453,rdfs:subPropertyOf,dct:creator
rdaw:P10454,rdfs:subPropertyOf,dct:creator
rdaw:P10455,rdfs:subPropertyOf,dct:creator
rdaw:P10456,rdfs:subPropertyOf,dct:creator
rdaw:P10457,rdfs:subPropertyOf,dct:creator
rdaw:P10458,rdfs:subPropertyOf,dct:creator
rdaw:P10462,rdfs:subPropertyOf,dct:creator
rdaw:P10462,rdfs:subPropertyOf,dct:creator
rdaw:P10463,rdfs:subPropertyOf,dct:creator
rdaw:P10464,rdfs:subPropertyOf,dct:creator
rdaw:P10465,rdfs:subPropertyOf,dct:creator
rdaw:P10466,rdfs:subPropertyOf,dct:creator
rdaw:P10467,rdfs:subPropertyOf,dct:creator
rdaw:P10468,rdfs:subPropertyOf,dct:creator
rdaw:P10469,rdfs:subPropertyOf,dct:creator
rdaw:P10470,rdfs:subPropertyOf,dct:creator
rdaw:P10471,rdfs:subPropertyOf,dct:creator
rdaw:P10472,rdfs:subPropertyOf,dct:creator
rdaw:P10473,rdfs:subPropertyOf,dct:creator
rdaw:P10474,rdfs:subPropertyOf,dct:creator
rdaw:P10475,rdfs:subPropertyOf,dct:creator
rdaw:P10476,rdfs:subPropertyOf,dct:creator
rdaw:P10477,rdfs:subPropertyOf,dct:creator
rdaw:P10478,rdfs:subPropertyOf,dct:creator
rdaw:P10479,rdfs:subPropertyOf,dct:creator
rdaw:P10481,rdfs:subPropertyOf,dct:creator
rdaw:P10482,rdfs:subPropertyOf,dct:creator
rdaw:P10483,rdfs:subPropertyOf,dct:creator
rdaw:P10484,rdfs:subPropertyOf,dct:creator
rdaw:P10485,rdfs:subPropertyOf,dct:creator
rdaw:P10486,rdfs:subPropertyOf,dct:creator
rdaw:P10487,rdfs:subPropertyOf,dct:creator
rdaw:P10488,rdfs:subPropertyOf,dct:creator
rdaw:P10489,rdfs:subPropertyOf,dct:creator
rdaw:P10490,rdfs:subPropertyOf,dct:creator
rdaw:P10491,rdfs:subPropertyOf,dct:creator
rdaw:P10492,rdfs:subPropertyOf,dct:creator
rdaw:P10493,rdfs:subPropertyOf,dct:creator
rdaw:P10494,rdfs:subPropertyOf,dct:creator
rdaw:P10495,rdfs:subPropertyOf,dct:creator
rdaw:P10496,rdfs:subPropertyOf,dct:creator
rdaw:P10497,rdfs:subPropertyOf,dct:creator
rdaw:P10498,rdfs:subPropertyOf,dct:creator
rdaw:P10499,rdfs:subPropertyOf,dct:creator
rdaw:P10500,rdfs:subPropertyOf,dct:creator
rdaw:P10501,rdfs:subPropertyOf,dct:creator
rdaw:P10502,rdfs:subPropertyOf,dct:creator
rdaw:P10503,rdfs:subPropertyOf,dct:creator
rdaw:P10504,rdfs:subPropertyOf,dct:creator
rdaw:P10505,rdfs:subPropertyOf,dct:creator
rdaw:P10509,rdfs:subPropertyOf,dct:creator
rdaw:P10509,rdfs:subPropertyOf,dct:creator
rdaw:P10510,rdfs:subPropertyOf,dct:creator
rdaw:P10511,rdfs:subPropertyOf,dct:creator
rdaw:P10512,rdfs:subPropertyOf,dct:creator
rdaw:P10513,rdfs:subPropertyOf,dct:creator
rdaw:P10514,rdfs:subPropertyOf,dct:creator
rdaw:P10515,rdfs:subPropertyOf,dct:creator
rdaw:P10516,rdfs:subPropertyOf,dct:creator
rdaw:P10517,rdfs:subPropertyOf,dct:creator
rdaw:P10518,rdfs:subPropertyOf,dct:creator
rdaw:P10519,rdfs:subPropertyOf,dct:creator
rdaw:P10520,rdfs:subPropertyOf,dct:creator
rdaw:P10521,rdfs:subPropertyOf,dct:creator
rdaw:P10522,rdfs:subPropertyOf,dct:creator
rdaw:P10523,rdfs:subPropertyOf,dct:creator
rdaw:P10524,rdfs:subPropertyOf,dct:creator
rdaw:P10525,rdfs:subPropertyOf,dct:creator
rdaw:P10526,rdfs:subPropertyOf,dct:creator
rdaw:P10528,rdfs:subPropertyOf,dct:creator
rdaw:P10529,rdfs:subPropertyOf,dct:creator
rdaw:P10530,rdfs:subPropertyOf,dct:creator
rdaw:P10531,rdfs:subPropertyOf,dct:creator
rdaw:P10532,rdfs:subPropertyOf,dct:creator
rdaw:P10533,rdfs:subPropertyOf,dct:creator
rdaw:P10534,rdfs:subPropertyOf,dct:creator
rdaw:P10535,rdfs:subPropertyOf,dct:creator
rdaw:P10536,rdfs:subPropertyOf,dct:creator
rdaw:P10537,rdfs:subPropertyOf,dct:creator
rdaw:P10538,rdfs:subPropertyOf,dct:creator
rdaw:P10539,rdfs:subPropertyOf,dct:creator
rdaw:P10540,rdfs:subPropertyOf,dct:creator
rdaw:P10541,rdfs:subPropertyOf,dct:creator
rdaw:P10542,rdfs:subPropertyOf,dct:creator
rdaw:P10543,rdfs:subPropertyOf,dct:creator
rdaw:P10544,rdfs:subPropertyOf,dct:creator
rdaw:P10545,rdfs:subPropertyOf,dct:creator
rdaw:P10546,rdfs:subPropertyOf,dct:creator
rdaw:P10547,rdfs:subPropertyOf,dct:creator
rdaw:P10548,rdfs:subPropertyOf,dct:creator
rdaw:P10549,rdfs:subPropertyOf,dct:creator
rdaw:P10550,rdfs:subPropertyOf,dct:creator
rdaw:P10551,rdfs:subPropertyOf,dct:creator
rdaw:P10552,rdfs:subPropertyOf,dct:creator
rdaw:P10556,rdfs:subPropertyOf,dct:creator
rdaw:P10556,rdfs:subPropertyOf,dct:creator
rdaw:P10557,rdfs:subPropertyOf,dct:creator
rdaw:P10558,rdfs:subPropertyOf,dct:creator
rdaw:P10559,rdfs:subPropertyOf,dct:creator
rdaw:P10560,rdfs:subPropertyOf,dct:creator
rdaw:P10561,rdfs:subPropertyOf,dct:creator
rdaw:P10562,rdfs:subPropertyOf,dct:creator
rdaw:P10563,rdfs:subPropertyOf,dct:creator
rdaw:P10564,rdfs:subPropertyOf,dct:creator
rdaw:P10565,rdfs:subPropertyOf,dct:creator
rdaw:P10566,rdfs:subPropertyOf,dct:creator
rdaw:P10567,rdfs:subPropertyOf,dct:creator
rdaw:P10568,rdfs:subPropertyOf,dct:creator
rdaw:P10569,rdfs:subPropertyOf,dct:creator
rdaw:P10570,rdfs:subPropertyOf,dct:creator
rdaw:P10571,rdfs:subPropertyOf,dct:creator
rdaw:P10572,rdfs:subPropertyOf,dct:creator
rdaw:P10573,rdfs:subPropertyOf,dct:creator
rdaw:P10575,rdfs:subPropertyOf,dct:creator
rdaw:P10576,rdfs:subPropertyOf,dct:creator
rdaw:P10577,rdfs:subPropertyOf,dct:creator
rdaw:P10578,rdfs:subPropertyOf,dct:creator
rdaw:P10579,rdfs:subPropertyOf,dct:creator
rdaw:P10580,rdfs:subPropertyOf,dct:creator
rdaw:P10581,rdfs:subPropertyOf,dct:creator
rdaw:P10582,rdfs:subPropertyOf,dct:creator
rdaw:P10583,rdfs:subPropertyOf,dct:creator
rdaw:P10584,rdfs:subPropertyOf,dct:creator
rdaw:P10585,rdfs:subPropertyOf,dct:creator
rdaw:P10586,rdfs:subPropertyOf,dct:creator
rdaw:P10587,rdfs:subPropertyOf,dct:creator
rdaw:P10588,rdfs:subPropertyOf,dct:creator
rdaw:P10589,rdfs:subPropertyOf,dct:creator
rdaw:P10590,rdfs:subPropertyOf,dct:creator
rdaw:P10591,rdfs:subPropertyOf,dct:creator
rdaw:P10592,rdfs:subPropertyOf,dct:creator
rdaw:P10593,rdfs:subPropertyOf,dct:creator
rdaw:P10594,rdfs:subPropertyOf,dct:creator
rdaw:P10595,rdfs:subPropertyOf,dct:creator
rdaw:P10596,rdfs:subPropertyOf,dct:creator
rdaw:P10597,rdfs:subPropertyOf,dct:creator
rdaw:P10598,rdfs:subPropertyOf,dct:creator
rdaw:P10599,rdfs:subPropertyOf,dct:creator
rdaw:P10600,rdfs:subPropertyOf,dct:subject
rdaw:P10601,rdfs:subPropertyOf,dct:subject
rdaw:P10602,rdfs:subPropertyOf,dct:subject
rdaw:P10604,rdfs:subPropertyOf,dct:creator
rdaw:P10605,rdfs:subPropertyOf,dct:creator
rdaw:P10606,rdfs:subPropertyOf,dct:creator
rdaw:P10607,rdfs:subPropertyOf,dct:creator
