Canonical uri,Lexical alias (English)
rdaa:P51025,rdaa:makeupArtistFamilyOf.en
rdaa:P51026,rdaa:editorFamilyOfMovingImageWorkOf.en
rdaa:P51027,rdaa:intervieweeFamilyOfExpressionOf.en
rdaa:P51028,rdaa:instrumentalConductorFamilyOf.en
rdaa:P51029,rdaa:musicalDirectorFamilyOf.en
rdaa:P51030,rdaa:dancerFamilyOf.en
rdaa:P51031,rdaa:soundDesignerFamilyOf.en
rdaa:P51032,rdaa:lightingDesignerFamilyOf.en
rdaa:P51033,rdaa:specialEffectsProviderFamilyOf.en
rdaa:P51034,rdaa:visualEffectsProviderFamilyOf.en
rdaa:P51035,rdaa:costumeDesignerFamilyOf.en
rdaa:P51036,rdaa:productionDesignerFamilyOf.en
rdaa:P51037,rdaa:lettererFamilyOf.en
rdaa:P51038,rdaa:translatorFamilyOf.en
rdaa:P51039,rdaa:stageDirectorFamilyOf.en
rdaa:P51040,rdaa:animatorFamilyOf.en
rdaa:P51041,rdaa:interviewerFamilyOfExpressionOf.en
rdaa:P51042,rdaa:choralConductorFamilyOf.en
rdaa:P51043,rdaa:hostFamilyOf.en
rdaa:P51044,rdaa:moderatorFamilyOf.en
rdaa:P51045,rdaa:conductorFamilyOf.en
rdaa:P51046,rdaa:reviserFamilyOf.en
rdaa:P51047,rdaa:draftsmanFamilyOf.en
rdaa:P51048,rdaa:audioEngineerFamilyOf.en
rdaa:P51049,rdaa:puppeteerFamilyOf.en
rdaa:P51050,rdaa:mixingEngineerFamilyOf.en
rdaa:P51051,rdaa:djFamilyOf.en
rdaa:P51052,rdaa:artDirectorFamilyOf.en
rdaa:P51053,rdaa:panelistFamilyOf.en
rdaa:P51054,rdaa:storytellerFamilyOf.en
rdaa:P51055,rdaa:singerFamilyOf.en
rdaa:P51056,rdaa:performerFamilyOf.en
rdaa:P51057,rdaa:instrumentalistFamilyOf.en
rdaa:P51058,rdaa:courtReporterFamilyOf.en
rdaa:P51059,rdaa:commentatorFamilyOf.en
rdaa:P51060,rdaa:voiceActorFamilyOf.en
rdaa:P51061,rdaa:narratorFamilyOf.en
rdaa:P51062,rdaa:minuteTakerFamilyOf.en
rdaa:P51063,rdaa:softwareDeveloperFamilyOf.en
rdaa:P51064,rdaa:dubbingDirectorFamilyOf.en
rdaa:P51065,rdaa:restorationistFamilyOfExpressionOf.en
rdaa:P51066,rdaa:censorFamilyOf.en
rdaa:P51067,rdaa:arrangerFamilyOfMusicOf.en
rdaa:P51068,rdaa:abridgerFamilyOf.en
rdaa:P51069,rdaa:speakerFamilyOf.en
rdaa:P51070,rdaa:recordingEngineerFamilyOf.en
rdaa:P51071,rdaa:onscreenParticipantFamilyOf.en
rdaa:P51072,rdaa:instructorFamilyOf.en
rdaa:P51073,rdaa:recordistFamilyOf.en
rdaa:P51074,rdaa:musicProgrammerFamilyOf.en
rdaa:P51075,rdaa:transcriberFamilyOf.en
rdaa:P51076,rdaa:contributorFamilyToPerformanceOf.en
rdaa:P51077,rdaa:contributorFamilyToAmalgamationOf.en
rdaa:P51078,rdaa:creatorFamilyOfExpressionOf.en
rdaa:P51079,rdaa:presenterFamilyOf.en
rdaa:P51080,rdaa:dedicateeFamilyOfItemOf.en
rdaa:P51081,rdaa:binderFamilyOf.en
rdaa:P51082,rdaa:restorationistFamilyOfItemOf.en
rdaa:P51084,rdaa:currentOwnerFamilyOf.en
rdaa:P51085,rdaa:formerOwnerFamilyOf.en
rdaa:P51086,rdaa:custodianFamilyOf.en
rdaa:P51087,rdaa:ownerFamilyOf.en
rdaa:P51089,rdaa:modifierFamilyOf.en
rdaa:P51090,rdaa:illuminatorFamilyOf.en
rdaa:P51091,rdaa:depositorFamilyOf.en
rdaa:P51092,rdaa:donorFamilyOf.en
rdaa:P51094,rdaa:sellerFamilyOf.en
rdaa:P51095,rdaa:honoureeFamilyOfItemOf.en
rdaa:P51096,rdaa:sponsoringAgentOfCorporateBody.en
rdaa:P51097,rdaa:sponsoringCollectiveAgentOfCorporateBody.en
rdaa:P51098,rdaa:sponsoredCorporateBodyOfAgent.en
rdaa:P51099,rdaa:sponsoredCorporateBodyOfCollectiveAgent.en
rdaa:P51100,rdaa:sponsoredWorkOfCollectiveAgent.en
rdaa:P51101,rdaa:sponsoredWorkOfCorporateBody.en
rdaa:P51102,rdaa:sponsoredWorkOfFamily.en
rdaa:P51103,rdaa:sponsoredWorkOfPerson.en
rdaa:P51104,rdaa:foundedCorporateBodyOfAgent.en
rdaa:P51105,rdaa:foundedCorporateBodyOfCollectiveAgent.en
rdaa:P51106,rdaa:foundingAgentOfCorporateBody.en
rdaa:P51107,rdaa:foundingCollectiveAgentOfCorporateBody.en
rdaa:P51108,rdaa:agentDescribedWithMetadataBy.en
rdaa:P51109,rdaa:collectiveAgentDescribedWithMetadataBy.en
rdaa:P51110,rdaa:corporateBodyDescribedWithMetadataBy.en
rdaa:P51111,rdaa:familyDescribedWithMetadataBy.en
rdaa:P51112,rdaa:personDescribedWithMetadataBy.en
rdaa:P51113,rdaa:isCollectorAgentOf.en
rdaa:P51114,rdaa:isCollectorCollectiveAgentof.en
rdaa:P51115,rdaa:isCollectorCorporateBodyof.en
rdaa:P51116,rdaa:isCollectorFamilyof.en
rdaa:P51117,rdaa:isCollectorPersonof.en
rdaa:P51118,rdaa:isCollectionRegistrarAgentOf.en
rdaa:P51119,rdaa:isCollectionRegistrarCollectiveAgentOf.en
rdaa:P51120,rdaa:isCollectionRegistrarCorporateBodyOf.en
rdaa:P51121,rdaa:isCollectionRegistrarFamilyOf.en
rdaa:P51122,rdaa:isCollectionRegistrarPersonOf.en
rdae:P20001,rdae:contentType.en
rdae:P20002,rdae:identifierForExpression.en
rdae:P20004,rdae:dateOfCapture.en
rdae:P20005,rdae:award.en
rdae:P20006,rdae:languageOfExpression.en
rdae:P20009,rdae:adaptedAsMotionPictureExpression.en
rdae:P20010,rdae:noteOnChangesInContentCharacteristics.en
rdae:P20011,rdae:conductorAgent.en
rdae:P20012,rdae:actorAgent.en
rdae:P20013,rdae:onscreenPresenterAgent.en
rdae:P20014,rdae:dancerAgent.en
rdae:P20015,rdae:instructorAgent.en
rdae:P20016,rdae:hostAgent.en
rdae:P20017,rdae:moderatorAgent.en
rdae:P20018,rdae:puppeteerAgent.en
rdae:P20019,rdae:panelistAgent.en
rdae:P20020,rdae:instrumentalistAgent.en
rdae:P20021,rdae:commentatorAgent.en
rdae:P20022,rdae:narratorAgent.en
rdae:P20023,rdae:storytellerAgent.en
rdae:P20024,rdae:speakerAgent.en
rdae:P20025,rdae:singerAgent.en
rdae:P20028,rdae:animatorAgent.en
rdae:P20029,rdae:arrangerAgentOfMusic.en
rdae:P20031,rdae:stageDirectorAgent.en
rdae:P20032,rdae:interviewerAgentOfExpression.en
rdae:P20033,rdae:draftsmanAgent.en
rdae:P20034,rdae:transcriberAgent.en
rdae:P20035,rdae:musicalDirectorAgent.en
rdae:P20036,rdae:costumeDesignerAgent.en
rdae:P20037,rdae:translatorAgent.en
rdae:P20038,rdae:artDirectorAgent.en
rdae:P20039,rdae:performerAgent.en
rdae:P20040,rdae:courtReporterAgent.en
rdae:P20047,rdae:intervieweeAgentOfExpression.en
rdae:P20049,rdae:abridgerAgent.en
rdae:P20050,rdae:recordingEngineerAgent.en
rdae:P20052,rdae:recordistAgent.en
rdae:P20053,rdae:creatorAgentOfExpression.en
rdae:P20054,rdae:presenterAgent.en
rdae:P20055,rdae:editorAgentOfMovingImageWork.en
rdae:P20056,rdae:productionDesignerAgent.en
rdae:P20058,rdae:minuteTakerAgent.en
rdae:P20059,rdae:manifestationOfExpression.en
rdae:P20060,rdae:adaptedAsRadioProgramExpression.en
rdae:P20061,rdae:formOfTactileNotation.en
rdae:P20062,rdae:formOfNotation.en
rdae:P20063,rdae:formOfNotatedMovement.en
rdae:P20064,rdae:formOfMusicalNotation.en
rdae:P20065,rdae:script.en
rdae:P20066,rdae:adaptedAsTelevisionProgramExpression.en
rdae:P20067,rdae:adaptedAsVideoExpression.en
rdae:P20069,rdae:summarizationOfContent.en
rdae:P20070,rdae:voiceActorAgent.en
rdae:P20071,rdae:noteOnExpression.en
rdae:P20073,rdae:dramatizedAsExpression.en
rdae:P20074,rdae:partOfExpression.en
rdae:P20075,rdae:replacedInPartByExpression.en
rdae:P20076,rdae:replacedByExpression.en
rdae:P20077,rdae:adaptedInVerseAsExpression.en
rdae:P20078,rdae:dubbedVersionOf.en
rdae:P20079,rdae:dubbedVersion.en
rdae:P20080,rdae:cadenzaExpression.en
rdae:P20081,rdae:variationsBasedOnExpression.en
rdae:P20082,rdae:modifiedByVariationAsExpression.en
rdae:P20083,rdae:cadenzaComposedForExpression.en
rdae:P20084,rdae:librettoForExpression.en
rdae:P20085,rdae:incidentalMusicExpression.en
rdae:P20086,rdae:remadeAsExpression.en
rdae:P20087,rdae:setToMusicAsExpression.en
rdae:P20088,rdae:adaptedAsNovelExpression.en
rdae:P20089,rdae:appendixToExpression.en
rdae:P20090,rdae:abstractedInExpression.en
rdae:P20092,rdae:adaptedAsChoreographyExpression.en
rdae:P20093,rdae:errataExpression.en
rdae:P20094,rdae:illustrationsExpression.en
rdae:P20095,rdae:adaptedAsMotionPictureScreenplayExpression.en
rdae:P20096,rdae:adaptedAsScreenplayExpression.en
rdae:P20097,rdae:adaptedAsTelevisionScreenplayExpression.en
rdae:P20098,rdae:adaptedAsVideoScreenplayExpression.en
rdae:P20099,rdae:adaptedAsRadioScriptExpression.en
rdae:P20100,rdae:complementedByExpression.en
rdae:P20101,rdae:separatedIntoExpression.en
rdae:P20102,rdae:screenplayForExpression.en
rdae:P20103,rdae:incidentalMusicForExpression.en
rdae:P20105,rdae:augmentedByExpression.en
rdae:P20108,rdae:concordanceExpression.en
rdae:P20109,rdae:addendaExpression.en
rdae:P20110,rdae:adaptedAsLibrettoExpression.en
rdae:P20114,rdae:imitatedAsExpression.en
rdae:P20115,rdae:expandedAsExpression.en
rdae:P20118,rdae:appendixExpression.en
rdae:P20119,rdae:freelyTranslatedAsExpression.en
rdae:P20120,rdae:guideExpression.en
rdae:P20121,rdae:abridgementOfExpression.en
rdae:P20123,rdae:dramatizationOfExpression.en
rdae:P20124,rdae:verseAdaptationOfExpression.en
rdae:P20125,rdae:motionPictureAdaptationOfExpression.en
rdae:P20126,rdae:novelizationOfExpression.en
rdae:P20127,rdae:radioAdaptationOfExpression.en
rdae:P20128,rdae:televisionAdaptationOfExpression.en
rdae:P20129,rdae:screenplayBasedOnExpression.en
rdae:P20130,rdae:motionPictureScreenplayBasedOnExpression.en
rdae:P20131,rdae:televisionScreenplayBasedOnExpression.en
rdae:P20132,rdae:videoScreenplayBasedOnExpression.en
rdae:P20133,rdae:radioScriptBasedOnExpression.en
rdae:P20134,rdae:videoAdaptationOfExpression.en
rdae:P20135,rdae:digestOfExpression.en
rdae:P20137,rdae:absorptionOfExpression.en
rdae:P20138,rdae:absorptionInPartOfExpression.en
rdae:P20139,rdae:arrangementOf.en
rdae:P20140,rdae:freeTranslationOfExpression.en
rdae:P20141,rdae:translationOf.en
rdae:P20142,rdae:parodiedAsExpression.en
rdae:P20143,rdae:absorbedByExpression.en
rdae:P20144,rdae:absorbedInPartByExpression.en
rdae:P20145,rdae:partExpression.en
rdae:P20146,rdae:errataToExpression.en
rdae:P20147,rdae:guideToExpression.en
rdae:P20148,rdae:illustrationsForExpression.en
rdae:P20149,rdae:continuationOfExpression.en
rdae:P20151,rdae:supplementToExpression.en
rdae:P20152,rdae:adaptationOfExpression.en
rdae:P20153,rdae:adaptedAsExpression.en
rdae:P20154,rdae:precededByExpression.en
rdae:P20157,rdae:screenplayExpression.en
rdae:P20158,rdae:motionPictureScreenplayExpression.en
rdae:P20159,rdae:musicalSettingOfExpression.en
rdae:P20160,rdae:radioScriptExpression.en
rdae:P20161,rdae:televisionScreenplayExpression.en
rdae:P20162,rdae:videoScreenplayExpression.en
rdae:P20163,rdae:librettoExpression.en
rdae:P20164,rdae:paraphrasedAsExpression.en
rdae:P20165,rdae:arrangedAs.en
rdae:P20166,rdae:abridgedAsExpression.en
rdae:P20167,rdae:splitFromExpression.en
rdae:P20168,rdae:separatedFromExpression.en
rdae:P20169,rdae:succeededByExpression.en
rdae:P20170,rdae:digestedAsExpression.en
rdae:P20171,rdae:translatedAs.en
rdae:P20172,rdae:supplementExpression.en
rdae:P20173,rdae:screenplayForMotionPictureExpression.en
rdae:P20174,rdae:screenplayForTelevisionProgramExpression.en
rdae:P20175,rdae:screenplayForVideoExpression.en
rdae:P20176,rdae:scriptForRadioProgramExpression.en
rdae:P20177,rdae:addendaToExpression.en
rdae:P20181,rdae:concordanceToExpression.en
rdae:P20183,rdae:choreographicAdaptationOfExpression.en
rdae:P20184,rdae:expandedVersionOfExpression.en
rdae:P20185,rdae:remakeOfExpression.en
rdae:P20186,rdae:paraphraseOfExpression.en
rdae:P20189,rdae:revisionOf.en
rdae:P20190,rdae:librettoBasedOnExpression.en
rdae:P20191,rdae:continuedByExpression.en
rdae:P20192,rdae:augmentationOfExpression.en
rdae:P20193,rdae:abstractsForExpression.en
rdae:P20195,rdae:imitationOfExpression.en
rdae:P20196,rdae:parodyOfExpression.en
rdae:P20198,rdae:replacementInPartOfExpression.en
rdae:P20199,rdae:replacementOfExpression.en
rdae:P20200,rdae:splitIntoExpression.en
rdae:P20201,rdae:mergerOfExpression.en
rdae:P20203,rdae:expressionOfDerivativeWork.en
rdae:P20204,rdae:expressionOfSourceWork.en
rdae:P20205,rdae:relatedExpressionOfExpression.en
rdae:P20209,rdae:formatOfNotatedMusic.en
rdae:P20210,rdae:detailsOfCartographicContent.en
rdae:P20211,rdae:revisedAs.en
rdae:P20212,rdae:mergedToFormExpression.en
rdae:P20213,rdae:additionalScaleInformation.en
rdae:P20214,rdae:dateOfExpression.en
rdae:P20215,rdae:mediumOfPerformanceOfMusicalContent.en
rdae:P20216,rdae:projectionOfCartographicContent.en
rdae:P20217,rdae:captureInformation.en
rdae:P20218,rdae:placeOfCapture.en
rdae:P20219,rdae:duration.en
rdae:P20226,rdae:horizontalScaleOfCartographicContent.en
rdae:P20227,rdae:scaleOfStillImageOrThreeDimensionalForm.en
rdae:P20228,rdae:scale.en
rdae:P20229,rdae:aspectRatio.en
rdae:P20230,rdae:verticalScaleOfCartographicContent.en
rdae:P20231,rdae:workExpressed.en
rdae:P20239,rdae:musicalTheatreAdaptationOfExpression.en
rdae:P20240,rdae:operaAdaptationOfExpression.en
rdae:P20241,rdae:adaptedAsMusicalTheatreExpression.en
rdae:P20242,rdae:adaptedAsOperaExpression.en
rdae:P20243,rdae:musicExpression.en
rdae:P20244,rdae:musicForExpression.en
rdae:P20245,rdae:videoMusicExpression.en
rdae:P20246,rdae:musicForVideoExpression.en
rdae:P20247,rdae:televisionProgramMusicExpression.en
rdae:P20248,rdae:musicForTelevisionProgramExpression.en
rdae:P20249,rdae:radioProgramMusicExpression.en
rdae:P20250,rdae:musicForRadioProgramExpression.en
rdae:P20251,rdae:motionPictureMusicExpression.en
rdae:P20252,rdae:musicForMotionPictureExpression.en
rdae:P20253,rdae:choreographyExpression.en
rdae:P20254,rdae:choreographyForExpression.en
rdae:P20255,rdae:adaptedAsGraphicNovelExpression.en
rdae:P20256,rdae:graphicNovelizationOfExpression.en
rdae:P20257,rdae:visualEffectsProviderAgent.en
rdae:P20258,rdae:specialEffectsProviderAgent.en
rdae:P20259,rdae:lettererAgent.en
rdae:P20260,rdae:detailsOfAspectRatioDesignation.en
rdae:P20262,rdae:detailsOfFormOfMusicalNotation.en
rdae:P20263,rdae:detailsOfFormOfNotatedMovement.en
rdae:P20264,rdae:detailsOfFormatOfNotatedMusic.en
rdae:P20265,rdae:detailsOfFormOfTactileNotation.en
rdae:P20266,rdae:detailsOfScript.en
rdae:P20268,rdae:subjectExpressionOf.en
rdae:P20269,rdae:expressionDescribedBy.en
rdae:P20270,rdae:expressionAnalysedIn.en
rdae:P20271,rdae:expressionCommentaryIn.en
rdae:P20272,rdae:expressionCritiquedBy.en
rdae:P20273,rdae:expressionEvaluatedBy.en
rdae:P20274,rdae:expressionReviewedBy.en
rdae:P20276,rdae:soundDesignerAgent.en
rdae:P20277,rdae:lightingDesignerAgent.en
rdae:P20278,rdae:detailsOfDuration.en
rdae:P20279,rdae:onscreenParticipantAgent.en
rdae:P20280,rdae:softwareDeveloperAgent.en
rdae:P20281,rdae:oratorioAdaptationOfExpression.en
rdae:P20282,rdae:adaptedAsOratorioExpression.en
rdae:P20283,rdae:colouristAgent.en
rdae:P20284,rdae:makeupArtistAgent.en
rdae:P20285,rdae:choralConductorAgent.en
rdae:P20286,rdae:instrumentalConductorAgent.en
rdae:P20287,rdae:censorAgent.en
rdae:P20289,rdae:restorationistAgentOfExpression.en
rdae:P20290,rdae:aspectRatioDesignation.en
rdae:P20291,rdae:scaleDesignation.en
rdae:P20292,rdae:audioEngineerAgent.en
rdae:P20293,rdae:mixingEngineerAgent.en
rdae:P20294,rdae:musicProgrammerAgent.en
rdae:P20295,rdae:dubbingDirectorAgent.en
rdae:P20296,rdae:djAgent.en
rdae:P20297,rdae:relatedRDAEntityOfExpression.en
rdae:P20298,rdae:relatedWorkOfExpression.en
rdae:P20299,rdae:relatedManifestationOfExpression.en
rdae:P20300,rdae:relatedItemOfExpression.en
rdae:P20301,rdae:relatedAgentOfExpression.en
rdae:P20302,rdae:relatedPersonOfExpression.en
rdae:P20303,rdae:relatedFamilyOfExpression.en
rdae:P20304,rdae:relatedCorporateBodyOfExpression.en
rdae:P20305,rdae:relatedCollectiveAgentOfExpression.en
rdae:P20306,rdae:relatedPlaceOfExpression.en
rdae:P20307,rdae:relatedTimespanOfExpression.en
rdae:P20308,rdae:relatedNomenOfExpression.en
rdae:P20309,rdae:noteOnCapture.en
rdae:P20310,rdae:accessPointForExpression.en
rdae:P20311,rdae:appellationOfExpression.en
rdae:P20312,rdae:titleOfExpression.en
rdae:P20313,rdae:authorizedAccessPointForExpression.en
rdae:P20314,rdae:variantAccessPointForExpression.en
rdae:P20315,rdae:preferredTitleOfExpression.en
rdae:P20316,rdae:variantTitleOfExpression.en
rdae:P20317,rdae:primeMeridian.en
rdae:P20318,rdae:reliefRepresentation.en
rdae:P20319,rdae:aggregates.en
rdae:P20320,rdae:aggregatedBy.en
rdae:P20321,rdae:extentOfExpression.en
rdae:P20322,rdae:intendedAudienceOfExpression.en
rdae:P20323,rdae:interactivityMode.en
rdae:P20324,rdae:mediumOfPerformanceOfChoreographicContent.en
rdae:P20325,rdae:representativeExpressionOf.en
rdae:P20326,rdae:keyOfExpression.en
rdae:P20327,rdae:reviserAgent.en
rdae:P20328,rdae:contributorAgentToAmalgamation.en
rdae:P20329,rdae:contributorAgentToPerformance.en
rdae:P20330,rdae:editorAgent.en
rdae:P20331,rdae:categoryOfExpression.en
rdae:P20333,rdae:relatedEntityOfExpression.en
rdae:P20334,rdae:prequelExpression.en
rdae:P20335,rdae:sequelExpression.en
rdae:P20336,rdae:choralConductorPerson.en
rdae:P20337,rdae:interviewerPersonOfExpression.en
rdae:P20338,rdae:editorPerson.en
rdae:P20339,rdae:draftsmanPerson.en
rdae:P20340,rdae:colouristPerson.en
rdae:P20341,rdae:makeupArtistPerson.en
rdae:P20342,rdae:musicalDirectorPerson.en
rdae:P20343,rdae:soundDesignerPerson.en
rdae:P20344,rdae:lightingDesignerPerson.en
rdae:P20345,rdae:costumeDesignerPerson.en
rdae:P20346,rdae:translatorPerson.en
rdae:P20347,rdae:reviserPerson.en
rdae:P20348,rdae:audioEngineerPerson.en
rdae:P20349,rdae:djPerson.en
rdae:P20350,rdae:artDirectorPerson.en
rdae:P20351,rdae:performerPerson.en
rdae:P20352,rdae:courtReporterPerson.en
rdae:P20353,rdae:softwareDeveloperPerson.en
rdae:P20354,rdae:intervieweePersonOfExpression.en
rdae:P20355,rdae:restorationistPersonOfExpression.en
rdae:P20356,rdae:censorPerson.en
rdae:P20357,rdae:abridgerPerson.en
rdae:P20358,rdae:recordistPerson.en
rdae:P20359,rdae:transcriberPerson.en
rdae:P20360,rdae:specialEffectsProviderPerson.en
rdae:P20361,rdae:visualEffectsProviderPerson.en
rdae:P20362,rdae:musicProgrammerPerson.en
rdae:P20363,rdae:onscreenParticipantPerson.en
rdae:P20364,rdae:stageDirectorPerson.en
rdae:P20365,rdae:arrangerPersonOfMusic.en
rdae:P20366,rdae:contributorPersonToPerformance.en
rdae:P20367,rdae:contributorPersonToAmalgamation.en
rdae:P20368,rdae:instrumentalConductorPerson.en
rdae:P20369,rdae:actorPerson.en
rdae:P20370,rdae:onscreenPresenterPerson.en
rdae:P20371,rdae:dancerPerson.en
rdae:P20372,rdae:hostPerson.en
rdae:P20373,rdae:moderatorPerson.en
rdae:P20374,rdae:puppeteerPerson.en
rdae:P20375,rdae:panelistPerson.en
rdae:P20376,rdae:instrumentalistPerson.en
rdae:P20377,rdae:commentatorPerson.en
rdae:P20378,rdae:narratorPerson.en
rdae:P20379,rdae:storytellerPerson.en
rdae:P20380,rdae:speakerPerson.en
rdae:P20381,rdae:instructorPerson.en
rdae:P20382,rdae:singerPerson.en
rdae:P20383,rdae:conductorPerson.en
rdae:P20384,rdae:voiceActorPerson.en
rdae:P20385,rdae:mixingEngineerPerson.en
rdae:P20386,rdae:recordingEngineerPerson.en
rdae:P20387,rdae:lettererPerson.en
rdae:P20388,rdae:presenterPerson.en
rdae:P20389,rdae:creatorPersonOfExpression.en
rdae:P20390,rdae:editorPersonOfMovingImageWork.en
rdae:P20391,rdae:productionDesignerPerson.en
rdae:P20392,rdae:minuteTakerPerson.en
rdae:P20393,rdae:dubbingDirectorPerson.en
rdae:P20394,rdae:animatorPerson.en
rdae:P20395,rdae:choralConductorCollectiveAgent.en
rdae:P20396,rdae:interviewerCollectiveAgentOfExpression.en
rdae:P20397,rdae:editorCollectiveAgent.en
rdae:P20398,rdae:draftsmanCollectiveAgent.en
rdae:P20399,rdae:colouristCollectiveAgent.en
rdae:P20400,rdae:makeupArtistCollectiveAgent.en
rdae:P20401,rdae:musicalDirectorCollectiveAgent.en
rdae:P20402,rdae:soundDesignerCollectiveAgent.en
rdae:P20403,rdae:lightingDesignerCollectiveAgent.en
rdae:P20404,rdae:costumeDesignerCollectiveAgent.en
rdae:P20405,rdae:translatorCollectiveAgent.en
rdae:P20406,rdae:reviserCollectiveAgent.en
rdae:P20407,rdae:audioEngineerCollectiveAgent.en
rdae:P20408,rdae:djCollectiveAgent.en
rdae:P20409,rdae:artDirectorCollectiveAgent.en
rdae:P20410,rdae:performerCollectiveAgent.en
rdae:P20411,rdae:courtReporterCollectiveAgent.en
rdae:P20412,rdae:softwareDeveloperCollectiveAgent.en
rdae:P20413,rdae:intervieweeCollectiveAgentOfExpression.en
rdae:P20414,rdae:restorationistCollectiveAgentOfExpression.en
rdae:P20415,rdae:censorCollectiveAgent.en
rdae:P20416,rdae:abridgerCollectiveAgent.en
rdae:P20417,rdae:recordistCollectiveAgent.en
rdae:P20418,rdae:transcriberCollectiveAgent.en
rdae:P20419,rdae:specialEffectsProviderCollectiveAgent.en
rdae:P20420,rdae:visualEffectsProviderCollectiveAgent.en
rdae:P20421,rdae:musicProgrammerCollectiveAgent.en
rdae:P20422,rdae:onscreenParticipantCollectiveAgent.en
rdae:P20423,rdae:stageDirectorCollectiveAgent.en
rdae:P20424,rdae:arrangerCollectiveAgentOfMusic.en
rdae:P20425,rdae:contributorCollectiveAgentToPerformance.en
rdae:P20426,rdae:contributorCollectiveAgentToAmalgamation.en
rdae:P20427,rdae:instrumentalConductorCollectiveAgent.en
rdae:P20428,rdae:actorCollectiveAgent.en
rdae:P20429,rdae:onscreenPresenterCollectiveAgent.en
rdae:P20430,rdae:dancerCollectiveAgent.en
rdae:P20431,rdae:hostCollectiveAgent.en
rdae:P20432,rdae:moderatorCollectiveAgent.en
rdae:P20433,rdae:puppeteerCollectiveAgent.en
rdae:P20434,rdae:panelistCollectiveAgent.en
rdae:P20435,rdae:instrumentalistCollectiveAgent.en
rdae:P20436,rdae:commentatorCollectiveAgent.en
rdae:P20437,rdae:narratorCollectiveAgent.en
rdae:P20438,rdae:storytellerCollectiveAgent.en
rdae:P20439,rdae:speakerCollectiveAgent.en
rdae:P20440,rdae:instructorCollectiveAgent.en
rdae:P20441,rdae:singerCollectiveAgent.en
rdae:P20442,rdae:conductorCollectiveAgent.en
rdae:P20443,rdae:voiceActorCollectiveAgent.en
rdae:P20444,rdae:mixingEngineerCollectiveAgent.en
rdae:P20445,rdae:recordingEngineerCollectiveAgent.en
rdae:P20446,rdae:lettererCollectiveAgent.en
rdae:P20447,rdae:presenterCollectiveAgent.en
rdae:P20448,rdae:creatorCollectiveAgentOfExpression.en
rdae:P20449,rdae:editorCollectiveAgentOfMovingImageWork.en
rdae:P20450,rdae:productionDesignerCollectiveAgent.en
rdae:P20451,rdae:minuteTakerCollectiveAgent.en
rdae:P20452,rdae:dubbingDirectorCollectiveAgent.en
rdae:P20453,rdae:animatorCollectiveAgent.en
rdae:P20454,rdae:choralConductorCorporateBody.en
rdae:P20455,rdae:interviewerCorporateBodyOfExpression.en
rdae:P20456,rdae:editorCorporateBody.en
rdae:P20457,rdae:draftsmanCorporateBody.en
rdae:P20458,rdae:colouristCorporateBody.en
rdae:P20459,rdae:makeupArtistCorporateBody.en
rdae:P20460,rdae:musicalDirectorCorporateBody.en
rdae:P20461,rdae:soundDesignerCorporateBody.en
rdae:P20462,rdae:lightingDesignerCorporateBody.en
rdae:P20463,rdae:costumeDesignerCorporateBody.en
rdae:P20464,rdae:translatorCorporateBody.en
rdae:P20465,rdae:reviserCorporateBody.en
rdae:P20466,rdae:audioEngineerCorporateBody.en
rdae:P20467,rdae:djCorporateBody.en
rdae:P20468,rdae:artDirectorCorporateBody.en
rdae:P20469,rdae:performerCorporateBody.en
rdae:P20470,rdae:courtReporterCorporateBody.en
rdae:P20471,rdae:softwareDeveloperCorporateBody.en
rdae:P20472,rdae:intervieweeCorporateBodyOfExpression.en
rdae:P20473,rdae:restorationistCorporateBodyOfExpression.en
rdae:P20474,rdae:censorCorporateBody.en
rdae:P20475,rdae:abridgerCorporateBody.en
rdae:P20476,rdae:recordistCorporateBody.en
rdae:P20477,rdae:transcriberCorporateBody.en
rdae:P20478,rdae:specialEffectsProviderCorporateBody.en
rdae:P20479,rdae:visualEffectsProviderCorporateBody.en
rdae:P20480,rdae:musicProgrammerCorporateBody.en
rdae:P20481,rdae:onscreenParticipantCorporateBody.en
rdae:P20482,rdae:stageDirectorCorporateBody.en
rdae:P20483,rdae:arrangerCorporateBodyOfMusic.en
rdae:P20484,rdae:contributorCorporateBodyToPerformance.en
rdae:P20485,rdae:contributorCorporateBodyToAmalgamation.en
rdae:P20486,rdae:instrumentalConductorCorporateBody.en
rdae:P20487,rdae:actorCorporateBody.en
rdae:P20488,rdae:onscreenPresenterCorporateBody.en
rdae:P20489,rdae:dancerCorporateBody.en
rdae:P20490,rdae:hostCorporateBody.en
rdae:P20491,rdae:moderatorCorporateBody.en
rdae:P20492,rdae:puppeteerCorporateBody.en
rdae:P20493,rdae:panelistCorporateBody.en
rdae:P20494,rdae:instrumentalistCorporateBody.en
rdae:P20495,rdae:commentatorCorporateBody.en
rdae:P20496,rdae:narratorCorporateBody.en
rdae:P20497,rdae:storytellerCorporateBody.en
rdae:P20498,rdae:speakerCorporateBody.en
rdae:P20499,rdae:instructorCorporateBody.en
rdae:P20500,rdae:singerCorporateBody.en
rdae:P20501,rdae:conductorCorporateBody.en
rdae:P20502,rdae:voiceActorCorporateBody.en
rdae:P20503,rdae:mixingEngineerCorporateBody.en
rdae:P20504,rdae:recordingEngineerCorporateBody.en
rdae:P20505,rdae:lettererCorporateBody.en
