rdaw:P10047,rdaw:otherPFCWork
rdaw:P10048,rdaw:dedicator
rdaw:P10049,rdaw:honouree
rdaw:P10050,rdaw:programmer
rdaw:P10051,rdaw:designer
rdaw:P10052,rdaw:cartographer
rdaw:P10053,rdaw:composer
rdaw:P10054,rdaw:inventor
rdaw:P10055,rdaw:compiler
rdaw:P10056,rdaw:photographer
rdaw:P10057,rdaw:interviewer
rdaw:P10058,rdaw:artist
rdaw:P10059,rdaw:interviewee
rdaw:P10060,rdaw:choreographer
rdaw:P10061,rdaw:author
rdaw:P10062,rdaw:architect
rdaw:P10063,rdaw:filmmaker
rdaw:P10064,rdaw:producer
rdaw:P10065,rdaw:creator
rdaw:P10066,rdaw:director
rdaw:P10067,rdaw:sponsoringBody
rdaw:P10068,rdaw:directorOfPhotography
rdaw:P10069,rdaw:dedicatee
rdaw:P10070,rdaw:addressee
rdaw:P10071,rdaw:consultant
rdaw:P10072,rdaw:manifestationOfWork
rdaw:P10073,rdaw:filmProducer
rdaw:P10074,rdaw:radioProducer
rdaw:P10075,rdaw:televisionProducer
rdaw:P10076,rdaw:adaptedAsARadioProgramWork
rdaw:P10077,rdaw:academicDegree
rdaw:P10078,rdaw:expressionOfWork
rdaw:P10079,rdaw:numericDesignationOfAMusicalWork
rdaw:P10080,rdaw:subseries
rdaw:P10081,rdaw:longitudeAndLatitude
rdaw:P10082,rdaw:rightAscensionAndDeclination
rdaw:P10083,rdaw:stringsOfCoordinatePairs
rdaw:P10084,rdaw:systemOfOrganization
rdaw:P10085,rdaw:adaptedAsATelevisionProgramWork
rdaw:P10086,rdaw:variantTitleForTheWork
rdaw:P10087,rdaw:adaptedAsAVideoWork
rdaw:P10088,rdaw:titleOfTheWork
rdaw:P10089,rdaw:abstractedInWork
rdaw:P10090,rdaw:indexedInWork
rdaw:P10091,rdaw:choreographyWork
rdaw:P10092,rdaw:errataWork
rdaw:P10093,rdaw:illustrationsWork
rdaw:P10094,rdaw:adaptedAsAMotionPictureScreenplayWork
rdaw:P10095,rdaw:adaptedAsAScreenplayWork
rdaw:P10096,rdaw:adaptedAsATelevisionScreenplayWork
rdaw:P10097,rdaw:adaptedAsAVideoScreenplayWork
rdaw:P10098,rdaw:adaptedAsARadioScriptWork
rdaw:P10099,rdaw:freelyTranslatedAsWork
rdaw:P10100,rdaw:descriptionOfWork
rdaw:P10101,rdaw:subseriesOf
rdaw:P10102,rdaw:inSeries
rdaw:P10103,rdaw:complementedByWork
rdaw:P10104,rdaw:continuedInPartByWork
rdaw:P10105,rdaw:screenplayForWork
rdaw:P10106,rdaw:incidentalMusicForWork
rdaw:P10107,rdaw:abstractWork
rdaw:P10108,rdaw:augmentedByWork
rdaw:P10109,rdaw:summaryWork
rdaw:P10110,rdaw:catalogueWork
rdaw:P10111,rdaw:concordanceWork
rdaw:P10112,rdaw:addendaWork
rdaw:P10113,rdaw:basisForLibrettoWork
rdaw:P10114,rdaw:reviewedInWork
rdaw:P10115,rdaw:critiquedInWork
rdaw:P10116,rdaw:commentaryInWork
rdaw:P10117,rdaw:imitatedAsWork
rdaw:P10118,rdaw:describedInWork
rdaw:P10119,rdaw:expandedAsWork
rdaw:P10120,rdaw:evaluatedInWork
rdaw:P10121,rdaw:analysedInWork
rdaw:P10122,rdaw:prequel
rdaw:P10123,rdaw:appendixWork
rdaw:P10124,rdaw:guideWork
rdaw:P10125,rdaw:abridgementOfWork
rdaw:P10126,rdaw:abstractOfWork
rdaw:P10127,rdaw:dramatizationOfWork
rdaw:P10128,rdaw:verseAdaptationOfWork
rdaw:P10129,rdaw:motionPictureAdaptationOfWork
rdaw:P10130,rdaw:novelizationOfWork
rdaw:P10131,rdaw:radioAdaptationOfWork
rdaw:P10132,rdaw:televisionAdaptationOfWork
rdaw:P10133,rdaw:screenplayBasedOnWork
rdaw:P10134,rdaw:motionPictureScreenplayBasedOnWork
rdaw:P10135,rdaw:televisionScreenplayBasedOnWork
rdaw:P10136,rdaw:videoScreenplayBasedOnWork
rdaw:P10137,rdaw:radioScriptBasedOnWork
rdaw:P10138,rdaw:videoAdaptationOfWork
rdaw:P10139,rdaw:digestOfWork
rdaw:P10140,rdaw:analysisOfWork
rdaw:P10141,rdaw:seriesContainerOf
rdaw:P10142,rdaw:adaptationOfWork
rdaw:P10143,rdaw:freeTranslationOfWork
rdaw:P10144,rdaw:parodiedAsWork
rdaw:P10145,rdaw:absorbedByWork
rdaw:P10146,rdaw:absorbedInPartByWork
rdaw:P10147,rdaw:containerOfWork
rdaw:P10148,rdaw:derivativeWork
rdaw:P10149,rdaw:errataToWork
rdaw:P10150,rdaw:guideToWork
rdaw:P10151,rdaw:appendixToWork
rdaw:P10152,rdaw:illustrationsForWork
rdaw:P10153,rdaw:evaluationOfWork
rdaw:P10154,rdaw:supplementToWork
rdaw:P10155,rdaw:adaptedAsWork
rdaw:P10156,rdaw:precededByWork
rdaw:P10157,rdaw:findingAidWork
rdaw:P10158,rdaw:indexWork
rdaw:P10159,rdaw:screenplayWork
rdaw:P10160,rdaw:motionPictureScreenplayWork
rdaw:P10161,rdaw:musicalSettingOfWork
rdaw:P10162,rdaw:radioScriptWork
rdaw:P10163,rdaw:televisionScreenplayWork
rdaw:P10164,rdaw:videoScreenplayWork
rdaw:P10165,rdaw:librettoWork
rdaw:P10166,rdaw:paraphrasedAsWork
rdaw:P10167,rdaw:abridgedAsWork
rdaw:P10168,rdaw:continuationInPartOfWork
rdaw:P10169,rdaw:separatedFromWork
rdaw:P10170,rdaw:succeededByWork
rdaw:P10171,rdaw:digestWork
rdaw:P10172,rdaw:supplementWork
rdaw:P10173,rdaw:screenplayForTheMotionPictureWork
rdaw:P10174,rdaw:screenplayForTheTelevisionProgramWork
rdaw:P10175,rdaw:screenplayForTheVideoWork
rdaw:P10176,rdaw:scriptForTheRadioProgramWork
rdaw:P10177,rdaw:addendaToWork
rdaw:P10178,rdaw:reviewOfWork
rdaw:P10179,rdaw:summaryOfWork
rdaw:P10180,rdaw:catalogueOfWork
rdaw:P10181,rdaw:concordanceToWork
rdaw:P10182,rdaw:critiqueOfWork
rdaw:P10183,rdaw:choreographyForWork
rdaw:P10184,rdaw:expandedVersionOfWork
rdaw:P10185,rdaw:remakeOfWork
rdaw:P10186,rdaw:paraphraseOfWork
rdaw:P10187,rdaw:commentaryOnWork
rdaw:P10188,rdaw:indexToWork
rdaw:P10189,rdaw:librettoBasedOnWork
rdaw:P10190,rdaw:basedOnWork
rdaw:P10191,rdaw:continuedByWork
rdaw:P10192,rdaw:augmentationOfWork
rdaw:P10193,rdaw:abstractsForWork
rdaw:P10194,rdaw:indexingForWork
rdaw:P10195,rdaw:prequelTo
rdaw:P10196,rdaw:imitationOfWork
rdaw:P10197,rdaw:parodyOfWork
rdaw:P10198,rdaw:relatedWork
rdaw:P10199,rdaw:epoch
rdaw:P10200,rdaw:landscapeArchitect
rdaw:P10201,rdaw:findingAidForWork
rdaw:P10202,rdaw:sculptor
rdaw:P10203,rdaw:screenwriter
rdaw:P10204,rdaw:lyricist
rdaw:P10205,rdaw:librettist
rdaw:P10206,rdaw:replacementInPartOfWork
rdaw:P10207,rdaw:replacementOfWork
rdaw:P10208,rdaw:grantingInstitutionOrFaculty
rdaw:P10209,rdaw:dissertationOrThesisInformation
rdaw:P10210,rdaw:historyOfTheWork
rdaw:P10211,rdaw:splitIntoWork
rdaw:P10212,rdaw:mergedToFormWork
rdaw:P10213,rdaw:mergerOfWork
rdaw:P10214,rdaw:equinox
rdaw:P10215,rdaw:yearDegreeGranted
rdaw:P10216,rdaw:coverageOfTheContent
rdaw:P10217,rdaw:intendedAudience
rdaw:P10218,rdaw:placeOfOriginOfTheWork
rdaw:P10219,rdaw:dateOfWork
rdaw:P10220,rdaw:mediumOfPerformance
rdaw:P10221,rdaw:key
rdaw:P10222,rdaw:natureOfTheContent
rdaw:P10223,rdaw:preferredTitleForTheWork
rdaw:P10224,rdaw:absorptionOfWork
rdaw:P10225,rdaw:absorptionInPartOfWork
rdaw:P10226,rdaw:continuationOfWork
rdaw:P10227,rdaw:sequelTo
rdaw:P10228,rdaw:accompanyingWorkRelationship
rdaw:P10229,rdaw:derivativeWorkRelationship
rdaw:P10230,rdaw:descriptiveWorkRelationship
rdaw:P10231,rdaw:sequentialWorkRelationship
rdaw:P10232,rdaw:wholePartWorkRelationship
rdaw:P10233,rdaw:musicalTheatreAdaptationOfWork
rdaw:P10234,rdaw:operaAdaptationOf
rdaw:P10235,rdaw:adaptedAsMusicalTheatreWork 
rdaw:P10236,rdaw:adaptedAsOperaWork 
rdaw:P10237,rdaw:musicWork
rdaw:P10238,rdaw:musicForWork
rdaw:P10239,rdaw:videoMusicWork 
rdaw:P10240,rdaw:musicForVideoWork
rdaw:P10241,rdaw:televisionProgramMusicWork
rdaw:P10242,rdaw:musicForTelevisionProgramWork
rdaw:P10243,rdaw:radioProgramMusicWork
rdaw:P10244,rdaw:musicForRadioProgramWork
rdaw:P10245,rdaw:musicForMotionPictureWork
rdaw:P10246,rdaw:motionPictureMusicWork
