*label_en,lexicalAlias_en,*uri,*type,domain,range,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],inverseOf,*status,owl:propertyChainAxiom
is critique of RDA entity,rdawo:critiqueOfRDAEntity.en,rdawo:P10359,property,rdac:C10001,rdac:C10013,rdaw:P10359,rdawo:P10361,,rdaxo:P00024,Published,
is description of RDA entity,rdawo:descriptionOfRDAEntity.en,rdawo:P10360,property,rdac:C10001,rdac:C10013,rdaw:P10360,rdawo:P10324,,rdaxo:P00025,Published,
is evaluation of RDA entity,rdawo:evaluationOfRDAEntity.en,rdawo:P10361,property,rdac:C10001,rdac:C10013,rdaw:P10361,rdawo:P10324,,rdaxo:P00026,Published,
is review of RDA entity,rdawo:reviewOfRDAEntity.en,rdawo:P10362,property,rdac:C10001,rdac:C10013,rdaw:P10362,rdawo:P10361,,rdaxo:P00027,Published,
is binding of manifestation of,rdawo:bindingOfManifestationOf.en,rdawo:P10363,property,rdac:C10001,rdac:C10007,rdaw:P10363,rdawo:P10309,,rdamo:P30310,Published,
is binding of item of,rdawo:bindingOfItemOf.en,rdawo:P10364,property,rdac:C10001,rdac:C10003,rdaw:P10364,rdawo:P10310,,rdaio:P40094,Published,
has ISSN,rdawo:issn.en,rdawo:P10366,property,rdac:C10001,rdac:C10012,rdaw:P10366,rdawo:P10002,,rdano:P80170,Published,
has key title,rdawo:keyTitle.en,rdawo:P10367,property,rdac:C10001,rdac:C10012,rdaw:P10367,rdawo:P10088,,rdano:P80072,Published,
is lyrics for work,rdawo:lyricsForWork.en,rdawo:P10369,property,rdac:C10001,rdac:C10001,rdaw:P10369,rdawo:P10372,,rdawo:P10370,Published,
has lyrics work,rdawo:lyricsWork.en,rdawo:P10370,property,rdac:C10001,rdac:C10001,rdaw:P10370,rdawo:P10371,,rdawo:P10369,Published,
has text work,rdawo:textWork.en,rdawo:P10371,property,rdac:C10001,rdac:C10001,rdaw:P10371,rdawo:P10103,,rdawo:P10372,Published,
is text for work,rdawo:textForWork.en,rdawo:P10372,property,rdac:C10001,rdac:C10001,rdaw:P10372,rdawo:P10103,,rdawo:P10371,Published,
has spoken word work,rdawo:spokenWordWork.en,rdawo:P10373,property,rdac:C10001,rdac:C10001,rdaw:P10373,rdawo:P10103,,rdawo:P10375,Published,
has sounds work,rdawo:soundsWork.en,rdawo:P10374,property,rdac:C10001,rdac:C10001,rdaw:P10374,rdawo:P10103,,rdawo:P10376,Published,
is spoken word for work,rdawo:spokenWordForWork.en,rdawo:P10375,property,rdac:C10001,rdac:C10001,rdaw:P10375,rdawo:P10103,,rdawo:P10373,Published,
is sounds for work,rdawo:soundsForWork.en,rdawo:P10376,property,rdac:C10001,rdac:C10001,rdaw:P10376,rdawo:P10103,,rdawo:P10374,Published,
has transformation by extension plan,rdawo:transformationByExtensionPlan.en,rdawo:P10377,property,rdac:C10001,rdac:C10001,rdaw:P10377,rdawo:P10344,,rdawo:P10378,Published,
is transformation by extension plan of,rdawo:transformationByExtensionPlanOf.en,rdawo:P10378,property,rdac:C10001,rdac:C10001,rdaw:P10378,rdawo:P10345,,rdawo:P10377,Published,
has sequential version,rdawo:sequentialVersion.en,rdawo:P10379,property,rdac:C10001,rdac:C10001,rdaw:P10379,rdawo:P10377,,rdawo:P10380,Published,
is sequential version of,rdawo:sequentialVersionOf.en,rdawo:P10380,property,rdac:C10001,rdac:C10001,rdaw:P10380,rdawo:P10378,,rdawo:P10379,Published,
has serialized version,rdawo:serializedVersion.en,rdawo:P10381,property,rdac:C10001,rdac:C10001,rdaw:P10381,rdawo:P10377,,rdawo:P10391,Published,
has static version,rdawo:staticVersion.en,rdawo:P10382,property,rdac:C10001,rdac:C10001,rdaw:P10382,rdawo:P10377,,rdawo:P10392,Published,
has transformation by audience,rdawo:transformationByAudience.en,rdawo:P10383,property,rdac:C10001,rdac:C10001,rdaw:P10383,rdawo:P10336,,rdawo:P10384,Published,
is transformation by audience of,rdawo:transformationByAudienceOf.en,rdawo:P10384,property,rdac:C10001,rdac:C10001,rdaw:P10384,rdawo:P10337,,rdawo:P10383,Published,
has language version,rdawo:languageVersion.en,rdawo:P10385,property,rdac:C10001,rdac:C10001,rdaw:P10385,rdawo:P10383,,rdawo:P10388,Published,
has regional version,rdawo:regionalVersion.en,rdawo:P10386,property,rdac:C10001,rdac:C10001,rdaw:P10386,rdawo:P10383,,rdawo:P10389,Published,
has carrier version,rdawo:carrierVersion.en,rdawo:P10387,property,rdac:C10001,rdac:C10001,rdaw:P10387,rdawo:P10383,,rdawo:P10390,Published,
is language version of,rdawo:languageVersionOf.en,rdawo:P10388,property,rdac:C10001,rdac:C10001,rdaw:P10388,rdawo:P10384,,rdawo:P10385,Published,
is regional version of,rdawo:regionalVersionOf.en,rdawo:P10389,property,rdac:C10001,rdac:C10001,rdaw:P10389,rdawo:P10384,,rdawo:P10386,Published,
is carrier version of,rdawo:carrierVersionOf.en,rdawo:P10390,property,rdac:C10001,rdac:C10001,rdaw:P10390,rdawo:P10384,,rdawo:P10387,Published,
is serialized version of,rdawo:serializedVersionOf.en,rdawo:P10391,property,rdac:C10001,rdac:C10001,rdaw:P10391,rdawo:P10378,,rdawo:P10381,Published,
is static version of,rdawo:staticVersionOf.en,rdawo:P10392,property,rdac:C10001,rdac:C10001,rdaw:P10392,rdawo:P10378,,rdawo:P10382,Published,
has aggregator agent,rdawo:aggregatorAgent.en,rdawo:P10393,property,rdac:C10001,rdac:C10002,rdaw:P10393,rdawo:P10065,,rdaao:P50453,Published,
has criminal defendant corporate body,rdawo:criminalDefendantCorporateBody.en,rdawo:P10394,property,rdac:C10001,rdac:C10005,rdaw:P10394,rdawo:P10285,,rdaao:P50454,Published,
has civil defendant corporate body,rdawo:civilDefendantCorporateBody.en,rdawo:P10395,property,rdac:C10001,rdac:C10005,rdaw:P10395,rdawo:P10285,,rdaao:P50456,Published,
has criminal defendant person,rdawo:criminalDefendantPerson.en,rdawo:P10396,property,rdac:C10001,rdac:C10004,rdaw:P10396,rdawo:P10286,,rdaao:P50455,Published,
has civil defendant person,rdawo:civilDefendantPerson.en,rdawo:P10397,property,rdac:C10001,rdac:C10004,rdaw:P10397,rdawo:P10286,,rdaao:P50457,Published,
has date of representative expression,rdawo:dateOfRepresentativeExpression.en,rdawo:P10398,property,rdac:C10001,rdac:C10010,rdaw:P10398,rdawo:P10317,,rdato:P70057,Published,
has appellation of work group,rdawo:appellationOfWorkGroup.en,rdawo:P10399,property,rdac:C10001,rdac:C10012,rdaw:P10399,rdawo:P10329,,rdano:P80171,Published,
has identifier for work group,rdawo:identifierForWorkGroup.en,rdawo:P10400,property,rdac:C10001,rdac:C10012,rdaw:P10400,rdawo:P10399,,rdano:P80172,Published,
has authorized access point for work group,rdawo:authorizedAccessPointForWorkGroup.en,rdawo:P10401,property,rdac:C10001,rdac:C10012,rdaw:P10401,rdawo:P10399,,rdano:P80173,Published,
has source consulted,rdawo:sourceConsulted.en,rdawo:P10406,property,rdac:C10001,rdac:C10007,rdaw:P10406,rdawo:P10309,,rdamo:P30334,Published,
has academic supervisor,rdawo:academicSupervisor.en,rdawo:P10407,property,rdac:C10001,rdac:C10004,rdaw:P10407,rdawo:P10437,,rdaao:P50458,Published,
has project supervisor,rdawo:projectSupervisor.en,rdawo:P10408,property,rdac:C10001,rdac:C10004,rdaw:P10408,rdawo:P10407,,rdaao:P50487,Published,
has research supervisor,rdawo:researchSupervisor.en,rdawo:P10409,property,rdac:C10001,rdac:C10004,rdaw:P10409,rdawo:P10407,,rdaao:P50486,Published,
has special issue,rdawo:specialIssue.en,rdawo:P10410,property,rdac:C10001,rdac:C10001,rdaw:P10410,rdawo:P10141,,rdawo:P10411,Published,
is special issue of,rdawo:specialIssueOf.en,rdawo:P10411,property,rdac:C10001,rdac:C10001,rdaw:P10411,rdawo:P10102,,rdawo:P10410,Published,
has dedicatee person of work,rdawo:dedicateePersonOfWork.en,rdawo:P10412,property,rdac:C10001,rdac:C10004,rdaw:P10412,rdawo:P10312,rdawo:P10069,rdaao:P50535,Published,
has addressee person,rdawo:addresseePerson.en,rdawo:P10413,property,rdac:C10001,rdac:C10004,rdaw:P10413,rdawo:P10312,rdawo:P10070,rdaao:P50523,Published,
has dedicator person,rdawo:dedicatorPerson.en,rdawo:P10414,property,rdac:C10001,rdac:C10004,rdaw:P10414,rdawo:P10437,rdawo:P10048,rdaao:P50566,Published,
has director person of photography,rdawo:directorPersonOfPhotography.en,rdawo:P10415,property,rdac:C10001,rdac:C10004,rdaw:P10415,rdawo:P10437,rdawo:P10068,rdaao:P50537,Published,
has researcher person,rdawo:researcherPerson.en,rdawo:P10416,property,rdac:C10001,rdac:C10004,rdaw:P10416,rdawo:P10437,rdawo:P10293,rdaao:P50558,Published,
has editorial director person,rdawo:editorialDirectorPerson.en,rdawo:P10417,property,rdac:C10001,rdac:C10004,rdaw:P10417,rdawo:P10437,rdawo:P10298,rdaao:P50524,Published,
has film director person,rdawo:filmDirectorPerson.en,rdawo:P10418,property,rdac:C10001,rdac:C10004,rdaw:P10418,rdawo:P10455,rdawo:P10013,rdaao:P50562,Published,
has radio director person,rdawo:radioDirectorPerson.en,rdawo:P10419,property,rdac:C10001,rdac:C10004,rdaw:P10419,rdawo:P10455,rdawo:P10014,rdaao:P50563,Published,
has television director person,rdawo:televisionDirectorPerson.en,rdawo:P10420,property,rdac:C10001,rdac:C10004,rdaw:P10420,rdawo:P10455,rdawo:P10015,rdaao:P50564,Published,
has audio producer person,rdawo:audioProducerPerson.en,rdawo:P10421,property,rdac:C10001,rdac:C10004,rdaw:P10421,rdawo:P10454,rdawo:P10304,rdaao:P50547,Published,
has film producer person,rdawo:filmProducerPerson.en,rdawo:P10422,property,rdac:C10001,rdac:C10004,rdaw:P10422,rdawo:P10454,rdawo:P10073,rdaao:P50551,Published,
has radio producer person,rdawo:radioProducerPerson.en,rdawo:P10423,property,rdac:C10001,rdac:C10004,rdaw:P10423,rdawo:P10454,rdawo:P10074,rdaao:P50552,Published,
has television producer person,rdawo:televisionProducerPerson.en,rdawo:P10424,property,rdac:C10001,rdac:C10004,rdaw:P10424,rdawo:P10454,rdawo:P10075,rdaao:P50553,Published,
has landscape architect person,rdawo:landscapeArchitectPerson.en,rdawo:P10425,property,rdac:C10001,rdac:C10004,rdaw:P10425,rdawo:P10438,rdawo:P10200,rdaao:P50531,Published,
has calligrapher person,rdawo:calligrapherPerson.en,rdawo:P10426,property,rdac:C10001,rdac:C10004,rdaw:P10426,rdawo:P10451,rdawo:P10253,rdaao:P50536,Published,
has sculptor person,rdawo:sculptorPerson.en,rdawo:P10427,property,rdac:C10001,rdac:C10004,rdaw:P10427,rdawo:P10451,rdawo:P10202,rdaao:P50565,Published,
has book artist person,rdawo:bookArtistPerson.en,rdawo:P10428,property,rdac:C10001,rdac:C10004,rdaw:P10428,rdawo:P10451,rdawo:P10254,rdaao:P50544,Published,
has screenwriter person,rdawo:screenwriterPerson.en,rdawo:P10429,property,rdac:C10001,rdac:C10004,rdaw:P10429,rdawo:P10436,rdawo:P10203,rdaao:P50532,Published,( rdawo:P10159 rdawo:P10436 )
has lyricist person,rdawo:lyricistPerson.en,rdawo:P10430,property,rdac:C10001,rdac:C10004,rdaw:P10430,rdawo:P10436,rdawo:P10204,rdaao:P50533,Published,( rdawo:P10370 rdawo:P10436 )
has librettist person,rdawo:librettistPerson.en,rdawo:P10431,property,rdac:C10001,rdac:C10004,rdaw:P10431,rdawo:P10436,rdawo:P10205,rdaao:P50534,Published,( rdawo:P10165 rdawo:P10436 )
has rapporteur person,rdawo:rapporteurPerson.en,rdawo:P10432,property,rdac:C10001,rdac:C10004,rdaw:P10432,rdawo:P10436,rdawo:P10255,rdaao:P50557,Published,
has honouree person of work,rdawo:honoureePersonOfWork.en,rdawo:P10433,property,rdac:C10001,rdac:C10004,rdaw:P10433,rdawo:P10312,rdawo:P10049,rdaao:P50567,Published,
has choreographer person,rdawo:choreographerPerson.en,rdawo:P10434,property,rdac:C10001,rdac:C10004,rdaw:P10434,rdawo:P10437,rdawo:P10060,rdaao:P50492,Published,
has cartographer person of work,rdawo:cartographerPersonOfWork.en,rdawo:P10435,property,rdac:C10001,rdac:C10004,rdaw:P10435,rdawo:P10437,rdawo:P10052,rdaao:P50525,Published,
has author person,rdawo:authorPerson.en,rdawo:P10436,property,rdac:C10001,rdac:C10004,rdaw:P10436,rdawo:P10437,rdawo:P10061,rdaao:P50541,Published,
has creator person of work,rdawo:creatorPersonOfWork.en,rdawo:P10437,property,rdac:C10001,rdac:C10004,rdaw:P10437,rdawo:P10312,rdawo:P10065,rdaao:P50542,Published,
has architect person,rdawo:architectPerson.en,rdawo:P10438,property,rdac:C10001,rdac:C10004,rdaw:P10438,rdawo:P10437,rdawo:P10062,rdaao:P50529,Published,
has commissioning person,rdawo:commissioningPerson.en,rdawo:P10439,property,rdac:C10001,rdac:C10004,rdaw:P10439,rdawo:P10312,rdawo:P10287,rdaao:P50538,Published,
has programmer person,rdawo:programmerPerson.en,rdawo:P10440,property,rdac:C10001,rdac:C10004,rdaw:P10440,rdawo:P10437,rdawo:P10050,rdaao:P50539,Published,
has designer person,rdawo:designerPerson.en,rdawo:P10441,property,rdac:C10001,rdac:C10004,rdaw:P10441,rdawo:P10437,rdawo:P10051,rdaao:P50543,Published,
has composer person of work,rdawo:composerPersonOfWork.en,rdawo:P10442,property,rdac:C10001,rdac:C10004,rdaw:P10442,rdawo:P10437,rdawo:P10053,rdaao:P50522,Published,
has inventor person,rdawo:inventorPerson.en,rdawo:P10443,property,rdac:C10001,rdac:C10004,rdaw:P10443,rdawo:P10437,rdawo:P10054,rdaao:P50526,Published,
has compiler person,rdawo:compilerPerson.en,rdawo:P10444,property,rdac:C10001,rdac:C10004,rdaw:P10444,rdawo:P10448,rdawo:P10055,rdaao:P50560,Published,
has photographer person of work,rdawo:photographerPersonOfWork.en,rdawo:P10445,property,rdac:C10001,rdac:C10004,rdaw:P10445,rdawo:P10437,rdawo:P10056,rdaao:P50555,Published,
has interviewer person of work,rdawo:interviewerPersonOfWork.en,rdawo:P10446,property,rdac:C10001,rdac:C10004,rdaw:P10446,rdawo:P10437,rdawo:P10057,rdaao:P50527,Published,
has interviewee person of work,rdawo:intervieweePersonOfWork.en,rdawo:P10447,property,rdac:C10001,rdac:C10004,rdaw:P10447,rdawo:P10437,rdawo:P10059,rdaao:P50559,Published,
has aggregator person,rdawo:aggregatorPerson.en,rdawo:P10448,property,rdac:C10001,rdac:C10004,rdaw:P10448,rdawo:P10437,rdawo:P10393,rdaao:P50528,Published,
has remix artist person,rdawo:remixArtistPerson.en,rdawo:P10449,property,rdac:C10001,rdac:C10004,rdaw:P10449,rdawo:P10437,rdawo:P10306,rdaao:P50548,Published,
has filmmaker person,rdawo:filmmakerPerson.en,rdawo:P10450,property,rdac:C10001,rdac:C10004,rdaw:P10450,rdawo:P10437,rdawo:P10063,rdaao:P50530,Published,
has artist person,rdawo:artistPerson.en,rdawo:P10451,property,rdac:C10001,rdac:C10004,rdaw:P10451,rdawo:P10437,rdawo:P10058,rdaao:P50540,Published,
has founder person of work,rdawo:founderPersonOfWork.en,rdawo:P10452,property,rdac:C10001,rdac:C10004,rdaw:P10452,rdawo:P10437,rdawo:P10299,rdaao:P50545,Published,
has casting director person,rdawo:castingDirectorPerson.en,rdawo:P10453,property,rdac:C10001,rdac:C10004,rdaw:P10453,rdawo:P10437,rdawo:P10305,rdaao:P50549,Published,
has producer person,rdawo:producerPerson.en,rdawo:P10454,property,rdac:C10001,rdac:C10004,rdaw:P10454,rdawo:P10437,rdawo:P10064,rdaao:P50550,Published,
has director person,rdawo:directorPerson.en,rdawo:P10455,property,rdac:C10001,rdac:C10004,rdaw:P10455,rdawo:P10437,rdawo:P10066,rdaao:P50561,Published,
has issuing person,rdawo:issuingPerson.en,rdawo:P10456,property,rdac:C10001,rdac:C10004,rdaw:P10456,rdawo:P10312,rdawo:P10046,rdaao:P50546,Published,
has organizer person,rdawo:organizerPerson.en,rdawo:P10457,property,rdac:C10001,rdac:C10004,rdaw:P10457,rdawo:P10437,rdawo:P10297,rdaao:P50554,Published,
has consultant person,rdawo:consultantPerson.en,rdawo:P10458,property,rdac:C10001,rdac:C10004,rdaw:P10458,rdawo:P10437,rdawo:P10071,rdaao:P50556,Published,
has dedicatee collective agent of work,rdawo:dedicateeCollectiveAgentOfWork.en,rdawo:P10459,property,rdac:C10001,rdac:C10011,rdaw:P10459,rdawo:P10315,rdawo:P10069,rdaao:P50686,Published,
has addressee collective agent,rdawo:addresseeCollectiveAgent.en,rdawo:P10460,property,rdac:C10001,rdac:C10011,rdaw:P10460,rdawo:P10315,rdawo:P10070,rdaao:P50674,Published,
has dedicator collective agent,rdawo:dedicatorCollectiveAgent.en,rdawo:P10461,property,rdac:C10001,rdac:C10011,rdaw:P10461,rdawo:P10484,rdawo:P10048,rdaao:P50717,Published,
has director collective agent of photography,rdawo:directorCollectiveAgentOfPhotography.en,rdawo:P10462,property,rdac:C10001,rdac:C10011,rdaw:P10462,rdawo:P10484,rdawo:P10068,rdaao:P50688,Published,
has researcher collective agent,rdawo:researcherCollectiveAgent.en,rdawo:P10463,property,rdac:C10001,rdac:C10011,rdaw:P10463,rdawo:P10484,rdawo:P10293,rdaao:P50709,Published,
has editorial director collective agent,rdawo:editorialDirectorCollectiveAgent.en,rdawo:P10464,property,rdac:C10001,rdac:C10011,rdaw:P10464,rdawo:P10484,rdawo:P10298,rdaao:P50675,Published,
has film director collective agent,rdawo:filmDirectorCollectiveAgent.en,rdawo:P10465,property,rdac:C10001,rdac:C10011,rdaw:P10465,rdawo:P10502,rdawo:P10013,rdaao:P50713,Published,
has radio director collective agent,rdawo:radioDirectorCollectiveAgent.en,rdawo:P10466,property,rdac:C10001,rdac:C10011,rdaw:P10466,rdawo:P10502,rdawo:P10014,rdaao:P50714,Published,
has television director collective agent,rdawo:televisionDirectorCollectiveAgent.en,rdawo:P10467,property,rdac:C10001,rdac:C10011,rdaw:P10467,rdawo:P10502,rdawo:P10015,rdaao:P50715,Published,
has audio producer collective agent,rdawo:audioProducerCollectiveAgent.en,rdawo:P10468,property,rdac:C10001,rdac:C10011,rdaw:P10468,rdawo:P10501,rdawo:P10304,rdaao:P50698,Published,
has film producer collective agent,rdawo:filmProducerCollectiveAgent.en,rdawo:P10469,property,rdac:C10001,rdac:C10011,rdaw:P10469,rdawo:P10501,rdawo:P10073,rdaao:P50702,Published,
has radio producer collective agent,rdawo:radioProducerCollectiveAgent.en,rdawo:P10470,property,rdac:C10001,rdac:C10011,rdaw:P10470,rdawo:P10501,rdawo:P10074,rdaao:P50703,Published,
has television producer collective agent,rdawo:televisionProducerCollectiveAgent.en,rdawo:P10471,property,rdac:C10001,rdac:C10011,rdaw:P10471,rdawo:P10501,rdawo:P10075,rdaao:P50704,Published,
has landscape architect collective agent,rdawo:landscapeArchitectCollectiveAgent.en,rdawo:P10472,property,rdac:C10001,rdac:C10011,rdaw:P10472,rdawo:P10485,rdawo:P10200,rdaao:P50682,Published,
has calligrapher collective agent,rdawo:calligrapherCollectiveAgent.en,rdawo:P10473,property,rdac:C10001,rdac:C10011,rdaw:P10473,rdawo:P10498,rdawo:P10253,rdaao:P50687,Published,
has sculptor collective agent,rdawo:sculptorCollectiveAgent.en,rdawo:P10474,property,rdac:C10001,rdac:C10011,rdaw:P10474,rdawo:P10498,rdawo:P10202,rdaao:P50716,Published,
has book artist collective agent,rdawo:bookArtistCollectiveAgent.en,rdawo:P10475,property,rdac:C10001,rdac:C10011,rdaw:P10475,rdawo:P10498,rdawo:P10254,rdaao:P50695,Published,
has screenwriter collective agent,rdawo:screenwriterCollectiveAgent.en,rdawo:P10476,property,rdac:C10001,rdac:C10011,rdaw:P10476,rdawo:P10483,rdawo:P10203,rdaao:P50683,Published,( rdawo:P10159 rdawo:P10483 )
has lyricist collective agent,rdawo:lyricistCollectiveAgent.en,rdawo:P10477,property,rdac:C10001,rdac:C10011,rdaw:P10477,rdawo:P10483,rdawo:P10204,rdaao:P50684,Published,( rdawo:P10370 rdawo:P10483 )
has librettist collective agent,rdawo:librettistCollectiveAgent.en,rdawo:P10478,property,rdac:C10001,rdac:C10011,rdaw:P10478,rdawo:P10483,rdawo:P10205,rdaao:P50685,Published,( rdawo:P10165 rdawo:P10483 )
has rapporteur collective agent,rdawo:rapporteurCollectiveAgent.en,rdawo:P10479,property,rdac:C10001,rdac:C10011,rdaw:P10479,rdawo:P10483,rdawo:P10255,rdaao:P50708,Published,
has honouree collective agent of work,rdawo:honoureeCollectiveAgentOfWork.en,rdawo:P10480,property,rdac:C10001,rdac:C10011,rdaw:P10480,rdawo:P10315,rdawo:P10049,rdaao:P50718,Published,
has choreographer collective agent,rdawo:choreographerCollectiveAgent.en,rdawo:P10481,property,rdac:C10001,rdac:C10011,rdaw:P10481,rdawo:P10484,rdawo:P10060,rdaao:P50643,Published,
has cartographer collective agent of work,rdawo:cartographerCollectiveAgentOfWork.en,rdawo:P10482,property,rdac:C10001,rdac:C10011,rdaw:P10482,rdawo:P10484,rdawo:P10052,rdaao:P50676,Published,
has author collective agent,rdawo:authorCollectiveAgent.en,rdawo:P10483,property,rdac:C10001,rdac:C10011,rdaw:P10483,rdawo:P10484,rdawo:P10061,rdaao:P50692,Published,
has creator collective agent of work,rdawo:creatorCollectiveAgentOfWork.en,rdawo:P10484,property,rdac:C10001,rdac:C10011,rdaw:P10484,rdawo:P10315,rdawo:P10065,rdaao:P50693,Published,
has architect collective agent,rdawo:architectCollectiveAgent.en,rdawo:P10485,property,rdac:C10001,rdac:C10011,rdaw:P10485,rdawo:P10484,rdawo:P10062,rdaao:P50680,Published,
has commissioning collective agent,rdawo:commissioningCollectiveAgent.en,rdawo:P10486,property,rdac:C10001,rdac:C10011,rdaw:P10486,rdawo:P10315,rdawo:P10287,rdaao:P50689,Published,
has programmer collective agent,rdawo:programmerCollectiveAgent.en,rdawo:P10487,property,rdac:C10001,rdac:C10011,rdaw:P10487,rdawo:P10484,rdawo:P10050,rdaao:P50690,Published,
has designer collective agent,rdawo:designerCollectiveAgent.en,rdawo:P10488,property,rdac:C10001,rdac:C10011,rdaw:P10488,rdawo:P10484,rdawo:P10051,rdaao:P50694,Published,
has composer collective agent of work,rdawo:composerCollectiveAgentOfWork.en,rdawo:P10489,property,rdac:C10001,rdac:C10011,rdaw:P10489,rdawo:P10484,rdawo:P10053,rdaao:P50673,Published,
has inventor collective agent,rdawo:inventorCollectiveAgent.en,rdawo:P10490,property,rdac:C10001,rdac:C10011,rdaw:P10490,rdawo:P10484,rdawo:P10054,rdaao:P50677,Published,
has compiler collective agent,rdawo:compilerCollectiveAgent.en,rdawo:P10491,property,rdac:C10001,rdac:C10011,rdaw:P10491,rdawo:P10495,rdawo:P10055,rdaao:P50711,Published,
has photographer collective agent of work,rdawo:photographerCollectiveAgentOfWork.en,rdawo:P10492,property,rdac:C10001,rdac:C10011,rdaw:P10492,rdawo:P10484,rdawo:P10056,rdaao:P50706,Published,
has interviewer collective agent of work,rdawo:interviewerCollectiveAgentOfWork.en,rdawo:P10493,property,rdac:C10001,rdac:C10011,rdaw:P10493,rdawo:P10484,rdawo:P10057,rdaao:P50678,Published,
has interviewee collective agent of work,rdawo:intervieweeCollectiveAgentOfWork.en,rdawo:P10494,property,rdac:C10001,rdac:C10011,rdaw:P10494,rdawo:P10484,rdawo:P10059,rdaao:P50710,Published,
has aggregator collective agent,rdawo:aggregatorCollectiveAgent.en,rdawo:P10495,property,rdac:C10001,rdac:C10011,rdaw:P10495,rdawo:P10484,rdawo:P10393,rdaao:P50679,Published,
has remix artist collective agent,rdawo:remixArtistCollectiveAgent.en,rdawo:P10496,property,rdac:C10001,rdac:C10011,rdaw:P10496,rdawo:P10484,rdawo:P10306,rdaao:P50699,Published,
