reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
36710,"is production designer family of",rdaa:productionDesignerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing the overall visual appearance of a moving image production.",,,,,,,,,,,"production designer family of","An expression that includes a contribution by a family of designing the overall visual appearance of a moving image production.",rdaa:P51036,property,productionDesignerFamilyOf,rdac:C10008,,rdau:P60666,,rdaa:P51076,rdaa:P50734,,,Published,,2,
36711,"is letterer family of",rdaa:lettererFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of drawing text and graphic sound effects for a comic book, graphic novel, etc. ",,,,,,,,,,,"letterer family of","An expression that includes a contribution by a family of drawing text and graphic sound effects for a comic book, graphic novel, etc. ",rdaa:P51037,property,lettererFamilyOf,rdac:C10008,,rdau:P60756,,rdaa:P51077,rdaa:P50735,,,Published,,2,
36712,"is translator family of",rdaa:translatorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of expressing the linguistic content of the work in a different language.","A translator may also translate linguistic content between forms of the same language from different time periods.",,,,,,,,,,"translator family of","An expression that includes a contribution by a family of expressing the linguistic content of the work in a different language.",rdaa:P51038,property,translatorFamilyOf,rdac:C10008,,rdau:P60613,,rdaa:P51078,rdaa:P50736,,,Published,,2,
36713,"is stage director family of",rdaa:stageDirectorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of general management and supervision of a stage performance.",,,,,,,,,,,"stage director family of","An expression that includes a contribution by a family of general management and supervision of a stage performance.",rdaa:P51039,property,stageDirectorFamilyOf,rdac:C10008,,rdau:P60627,,rdaa:P51076,rdaa:P50737,,,Published,,2,
36714,"is animator family of",rdaa:animatorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of giving apparent movement to inanimate objects or drawings.",,,,,,,,,,,"animator family of","An expression that includes a contribution by a family of giving apparent movement to inanimate objects or drawings.",rdaa:P51040,property,animatorFamilyOf,rdac:C10008,,rdau:P60606,,rdaa:P51076,rdaa:P50738,,,Published,,2,
36715,"is interviewer family of expression of",rdaa:interviewerFamilyOfExpressionOf.en,"Relates a family to an expression that includes a contribution by a family of interviewing, reporting, or some other kind of gathering of information.",,,,,,,,,,,"interviewer family of expression of","An expression that includes a contribution by a family of interviewing, reporting, or some other kind of gathering of information.",rdaa:P51041,property,interviewerFamilyOfExpressionOf,rdac:C10008,,rdau:P60659,,rdaa:P51076,rdaa:P50739,,,Published,,2,
36716,"is choral conductor family of",rdaa:choralConductorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of leading a choral performing group in a musical or dramatic presentation.",,,,,,,,,,,"choral conductor family of","An expression that includes a contribution by a family of leading a choral performing group in a musical or dramatic presentation.",rdaa:P51042,property,choralConductorFamilyOf,rdac:C10008,,rdau:P60843,,rdaa:P51045,rdaa:P50740,,,Published,,2,
36717,"is host family of",rdaa:hostFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of leading a program, often broadcast, that includes other guests, performers, and other agents.",,,,,,,,,,,"host family of","An expression that includes a contribution by a family of leading a program, often broadcast, that includes other guests, performers, and other agents.",rdaa:P51043,property,hostFamilyOf,rdac:C10008,,rdau:P60021,,rdaa:P51056,rdaa:P50741,,,Published,,2,
36718,"is moderator family of",rdaa:moderatorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,,,,,,,,,,"moderator family of","An expression that includes a contribution by a family of leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdaa:P51044,property,moderatorFamilyOf,rdac:C10008,,rdau:P60022,,rdaa:P51056,rdaa:P50742,,,Published,,2,
36719,"is conductor family of",rdaa:conductorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of leading of a performing group in a musical or dramatic presentation.",,,,,,,,,,,"conductor family of","An expression that includes a contribution by a family of leading of a performing group in a musical or dramatic presentation.",rdaa:P51045,property,conductorFamilyOf,rdac:C10008,,rdau:P60016,,rdaa:P51056,rdaa:P50743,,,Published,,2,
36720,"is reviser family of",rdaa:reviserFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of making changes to the content of another expression.",,,,,,,,,,,"reviser family of","An expression that includes a contribution by a family of making changes to the content of another expression.",rdaa:P51046,property,reviserFamilyOf,rdac:C10008,,rdau:P61077,,rdaa:P51078,rdaa:P50744,,,Published,,2,
36721,"is draftsman family of",rdaa:draftsmanFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",,,,,,,,,,,"draftsman family of","An expression that includes a contribution by a family of making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",rdaa:P51047,property,draftsmanFamilyOf,rdac:C10008,,rdau:P60609,,rdaa:P51077,rdaa:P50745,,,Published,,2,
36722,"is audio engineer family of",rdaa:audioEngineerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of managing the technical aspects of sound during the processes of recording, mixing, and reproduction.",,,,,,,,,,,"audio engineer family of","An expression that includes a contribution by a family of managing the technical aspects of sound during the processes of recording, mixing, and reproduction.",rdaa:P51048,property,audioEngineerFamilyOf,rdac:C10008,,rdau:P60884,,rdaa:P51076,rdaa:P50746,,,Published,,2,
36723,"is puppeteer family of",rdaa:puppeteerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment",,,,,,,,,,,"puppeteer family of","An expression that includes a contribution by a family of manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment.",rdaa:P51049,property,puppeteerFamilyOf,rdac:C10008,,rdau:P60023,,rdaa:P51056,rdaa:P50747,,,Published,,2,
36724,"is mixing engineer family of",rdaa:mixingEngineerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of manipulating, mixing and assembling the multiple tracks of an audio recording.","Remixing activities that substantially change the nature and content of the original resource, resulting in a new resource, and mixing and assembling the multiple tracks of a recording are excluded.",,,,,,,,,,"mixing engineer family of","An expression that includes a contribution by a family of manipulating, mixing and assembling the multiple tracks of an audio recording.",rdaa:P51050,property,mixingEngineerFamilyOf,rdac:C10008,,rdau:P60885,,rdaa:P51048,rdaa:P50748,,,Published,,2,
36725,"is DJ family of",rdaa:djFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of mixing recorded tracks together during a live performance or in a recording studio to appear as one continuous track.","An expression of a work that incorporates a contribution of mixing recorded tracks together during a live performance or in a recording studio to appear as one continuous track.",,,,,,,,,,"DJ family of","An expression that includes a contribution by a family of mixing recorded tracks together during a live performance or in a recording studio to appear as one continuous track.",rdaa:P51051,property,djFamilyOf,rdac:C10008,,rdau:P60886,,rdaa:P51076,rdaa:P50749,,,Published,,2,
36726,"is art director family of",rdaa:artDirectorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of overseeing artists and craftspeople who build sets for moving image productions.",,,,,,,,,,,"art director family of","An expression that includes a contribution by a family of overseeing artists and craftspeople who build sets for moving image productions.",rdaa:P51052,property,artDirectorFamilyOf,rdac:C10008,,rdau:P60614,,rdaa:P51076,rdaa:P50750,,,Published,,2,
36727,"is panelist family of",rdaa:panelistFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,,,,,,,,,,"panelist family of","An expression that includes a contribution by a family of participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdaa:P51053,property,panelistFamilyOf,rdac:C10008,,rdau:P60024,,rdaa:P51056,rdaa:P50751,,,Published,,2,
36728,"is storyteller family of",rdaa:storytellerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of a performance of relaying an original story with dramatic or theatrical interpretation.",,,,,,,,,,,"storyteller family of","An expression that includes a contribution by a family of performance of relaying an original story with dramatic or theatrical interpretation.",rdaa:P51054,property,storytellerFamilyOf,rdac:C10008,,rdau:P60029,,rdaa:P51056,rdaa:P50752,,,Published,,2,
36729,"is singer family of",rdaa:singerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of performance of voice, with or without instrumental accompaniment, to produce music.","A performance of a singer may or may not include actual words.",,,,,,,,,,"singer family of","An expression that includes a contribution by a family of performance of voice, with or without instrumental accompaniment, to produce music.",rdaa:P51055,property,singerFamilyOf,rdac:C10008,,rdau:P60031,,rdaa:P51056,rdaa:P50753,,,Published,,2,
