reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
35918,"is choreographer collective agent of",rdaa:choreographerCollectiveAgentOf.en,"Relates a collective agent to a choreographic work that involves a responsibility of a collective agent for choreography.",,,,,,,,,,,"choreographer collective agent of","A choreographic work that involves a responsibility of a collective agent for choreography.",rdaa:P50643,property,choreographerCollectiveAgentOf,rdac:C10011,,rdau:P60662,,rdaa:P50693,rdaa:P50194,,,Published,,2,
35920,"is broadcaster collective agent of",rdaa:broadcasterCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for broadcasting to an audience via radio, television, webcast, etc.",,,,,,,,,,,"broadcaster collective agent of","A manifestation that involves a responsibility of a collective agent for broadcasting to an audience via radio, television, webcast, etc.",rdaa:P50644,property,broadcasterCollectiveAgentOf,rdac:C10011,,rdau:P60635,,rdaa:P50658,rdaa:P50168,,,Published,,2,
35922,"is creator collective agent of manifestation of",rdaa:creatorCollectiveAgentOfManifestationOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for creation.",,,,,,,,,,,"creator collective agent of manifestation of","A manifestation that involves a responsibility of a collective agent for creation.",rdaa:P50645,property,creatorCollectiveAgentOfManifestationOf,rdac:C10011,,rdau:P60672,,rdaa:P50364,rdaa:P50477,,,Published,,2,
35924,"is engraver collective agent of",rdaa:engraverCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",,,,,,,,,,,"engraver collective agent of","A manifestation that involves a responsibility of a collective agent for cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",rdaa:P50646,property,engraverCollectiveAgentOf,rdac:C10011,,rdau:P60638,,rdaa:P50656,rdaa:P50171,,,Published,,2,
35926,"is film distributor collective agent of",rdaa:filmDistributorCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for distribution of a moving image to theatres or other channels.",,,,,,,,,,,"film distributor collective agent of","A manifestation that involves a responsibility of a collective agent for distribution of a moving image to theatres or other channels.",rdaa:P50647,property,filmDistributorCollectiveAgentOf,rdac:C10011,,rdau:P60636,,rdaa:P50648,rdaa:P50169,,,Published,,2,
35929,"is distributor collective agent of",rdaa:distributorCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for distribution.",,,,,,,,,,,"distributor collective agent of","A manifestation that involves a responsibility of a collective agent for distribution.",rdaa:P50648,property,distributorCollectiveAgentOf,rdac:C10011,,rdau:P60667,,rdaa:P50364,rdaa:P50199,,,Published,,2,
35931,"is braille embosser collective agent of",rdaa:brailleEmbosserCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for embossing braille cells using a stylus, special embossing printer, or other device.",,,,,,,,,,,"braille embosser collective agent of","A manifestation that involves a responsibility of a collective agent for embossing braille cells using a stylus, special embossing printer, or other device.",rdaa:P50649,property,brailleEmbosserCollectiveAgentOf,rdac:C10011,,rdau:P60639,,rdaa:P50656,rdaa:P50172,,,Published,,2,
35933,"is producer collective agent of unpublished manifestation of",rdaa:producerCollectiveAgentOfUnpublishedManifestationOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for inscribing, fabrication, construction, etc.",,,,,,,,,,,"producer collective agent of unpublished manifestation of","A manifestation that involves a responsibility of a collective agent for inscribing, fabrication, construction, etc.",rdaa:P50650,property,producerCollectiveAgentOfUnpublishedManifestationOf,rdac:C10011,,rdau:P60817,,rdaa:P50645,rdaa:P50200,,,Published,,2,
35935,"is printmaker collective agent of",rdaa:printmakerCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,"printmaker collective agent of","A manifestation that involves a responsibility of a collective agent for making a relief, intaglio, or planographic printing surface.",rdaa:P50651,property,printmakerCollectiveAgentOf,rdac:C10011,,rdau:P60640,,rdaa:P50656,rdaa:P50173,,,Published,,2,
35937,"is printer collective agent of",rdaa:printerCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for manufacturing printed text, notated music, or other content from type or plates.",,,,,,,,,,,"printer collective agent of","A manifestation that involves a responsibility of a collective agent for manufacturing printed text, notated music, or other content from type or plates.",rdaa:P50652,property,printerCollectiveAgentOf,rdac:C10011,,rdau:P60646,,rdaa:P50656,rdaa:P50179,,,Published,,2,
35939,"is caster collective agent of",rdaa:casterCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",,,,,,,,,,,"caster collective agent of","A manifestation that involves a responsibility of a collective agent for pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",rdaa:P50653,property,casterCollectiveAgentOf,rdac:C10011,,rdau:P60641,,rdaa:P50656,rdaa:P50174,,,Published,,2,
35942,"is lithographer collective agent of",rdaa:lithographerCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for preparing a stone or plate for lithographic printing.","A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.",,,,,,,,,,"lithographer collective agent of","A manifestation that involves a responsibility of a collective agent for preparing a stone or plate for lithographic printing.",rdaa:P50654,property,lithographerCollectiveAgentOf,rdac:C10011,,rdau:P60642,,rdaa:P50656,rdaa:P50175,,,Published,,2,
35944,"is platemaker collective agent of",rdaa:platemakerCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for preparing plates used in the production of printed images or text.",,,,,,,,,,,"platemaker collective agent of","A manifestation that involves a responsibility of a collective agent for preparing plates used in the production of printed images or text.",rdaa:P50655,property,platemakerCollectiveAgentOf,rdac:C10011,,rdau:P60643,,rdaa:P50656,rdaa:P50176,,,Published,,2,
35946,"is manufacturer collective agent of",rdaa:manufacturerCollectiveAgentOf.en,"Relates a collective agent to a manifestation by a collective agent that involves a responsibility for printing, duplicating, casting, etc.",,,,,,,,,,,"manufacturer collective agent of","A manifestation that involves a responsibility of a collective agent for printing, duplicating, casting, etc.",rdaa:P50656,property,manufacturerCollectiveAgentOf,rdac:C10011,,rdau:P60669,,rdaa:P50364,rdaa:P50202,,,Published,,2,
35948,"is papermaker collective agent of",rdaa:papermakerCollectiveAgentOf.en,"Relates a collective agent to a manifestation that involves a responsibility of a collective agent for producing paper.",,,,,,,,,,,"papermaker collective agent of","A manifestation that involves a responsibility of a collective agent for producing paper.",rdaa:P50657,property,papermakerCollectiveAgentOf,rdac:C10011,,rdau:P60747,,rdaa:P50656,rdaa:P50242,,,Published,,2,
