*label_en,lexicalAlias_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],*status
has date of work,rdawd:dateOfWork.en,rdawd:P10219,property,rdac:C10001,rdaw:P10219,rdawd:P10317,,Published
has medium of performance of musical content of representative expression,rdawd:mediumOfPerformanceOfMusicalContentOfRepresentativeExpression.en,rdawd:P10220,property,rdac:C10001,rdaw:P10220,,,Published
has key of representative expression,rdawd:key.en,rdawd:P10221,property,rdac:C10001,rdaw:P10221,,,Published
has nature of content,rdawd:natureOfContent.en,rdawd:P10222,property,rdac:C10001,rdaw:P10222,,,Published
has preferred title of work,rdawd:preferredTitleOfWork.en,rdawd:P10223,property,rdac:C10001,rdaw:P10223,rdawd:P10088,rdaxd:P00021,Published
is absorption of work,rdawd:absorptionOfWork.en,rdawd:P10224,property,rdac:C10001,rdaw:P10224,rdawd:P10156,,Published
is absorption in part of work,rdawd:absorptionInPartOfWork.en,rdawd:P10225,property,rdac:C10001,rdaw:P10225,rdawd:P10156,,Published
is continuation of work,rdawd:continuationOfWork.en,rdawd:P10226,property,rdac:C10001,rdaw:P10226,rdawd:P10156,,Published
is sequel to (Deprecated),rdawd:sequelTo.en,rdawd:P10227,property,rdac:C10001,rdaw:P10227,rdawd:P10156,,Deprecated
has accompanying work relationship with (Deprecated),rdawd:accompanyingWorkRelationship.en,rdawd:P10228,property,rdac:C10001,rdaw:P10228,,,Deprecated
has derivative work relationship with (Deprecated),rdawd:derivativeWorkRelationship.en,rdawd:P10229,property,rdac:C10001,rdaw:P10229,,,Deprecated
has sequential work relationship with (Deprecated),rdawd:sequentialWorkRelationship.en,rdawd:P10231,property,rdac:C10001,rdaw:P10231,rdawd:P10198,,Deprecated
has whole-part work relationship with (Deprecated),rdawd:wholePartWorkRelationship.en,rdawd:P10232,property,rdac:C10001,rdaw:P10232,rdawd:P10198,,Deprecated
is musical theatre adaptation of work,rdawd:musicalTheatreAdaptationOfWork.en,rdawd:P10233,property,rdac:C10001,rdaw:P10233,rdawd:P10142,,Published
is opera adaptation of work,rdawd:operaAdaptationOfWork.en,rdawd:P10234,property,rdac:C10001,rdaw:P10234,rdawd:P10142,,Published
is adapted as musical theatre work,rdawd:adaptedAsMusicalTheatreWork.en,rdawd:P10235,property,rdac:C10001,rdaw:P10235,rdawd:P10155,,Published
is adapted as opera work,rdawd:adaptedAsOperaWork.en,rdawd:P10236,property,rdac:C10001,rdaw:P10236,rdawd:P10155,,Published
has music work,rdawd:musicWork.en,rdawd:P10237,property,rdac:C10001,rdaw:P10237,rdawd:P10103,,Published
is music for work,rdawd:musicForWork.en,rdawd:P10238,property,rdac:C10001,rdaw:P10238,rdawd:P10103,,Published
has video music work,rdawd:videoMusicWork.en,rdawd:P10239,property,rdac:C10001,rdaw:P10239,rdawd:P10237,,Published
is music for video work,rdawd:musicForVideoWork.en,rdawd:P10240,property,rdac:C10001,rdaw:P10240,rdawd:P10238,,Published
has television program music work,rdawd:televisionProgramMusicWork.en,rdawd:P10241,property,rdac:C10001,rdaw:P10241,rdawd:P10237,,Published
is music for television program work,rdawd:musicForTelevisionProgramWork.en,rdawd:P10242,property,rdac:C10001,rdaw:P10242,rdawd:P10238,,Published
has radio program music work,rdawd:radioProgramMusicWork.en,rdawd:P10243,property,rdac:C10001,rdaw:P10243,rdawd:P10237,,Published
is music for radio program work,rdawd:musicForRadioProgramWork.en,rdawd:P10244,property,rdac:C10001,rdaw:P10244,rdawd:P10238,,Published
is music for motion picture work,rdawd:musicForMotionPictureWork.en,rdawd:P10245,property,rdac:C10001,rdaw:P10245,rdawd:P10238,,Published
has motion picture music work,rdawd:motionPictureMusicWork.en,rdawd:P10246,property,rdac:C10001,rdaw:P10246,rdawd:P10237,,Published
has choreography work,rdawd:choreographyWork.en,rdawd:P10247,property,rdac:C10001,rdaw:P10247,rdawd:P10103,,Published
is choreography for work,rdawd:choreographyForWork.en,rdawd:P10248,property,rdac:C10001,rdaw:P10248,rdawd:P10103,,Published
is adapted as video game work,rdawd:adaptedAsVideoGameWork.en,rdawd:P10249,property,rdac:C10001,rdaw:P10249,rdawd:P10155,,Published
is video game adaptation of work,rdawd:videoGameAdaptationOfWork.en,rdawd:P10250,property,rdac:C10001,rdaw:P10250,rdawd:P10142,,Published
is adapted as graphic novel work,rdawd:adaptedAsGraphicNovelWork.en,rdawd:P10251,property,rdac:C10001,rdaw:P10251,rdawd:P10155,,Published
is graphic novelization of work,rdawd:graphicNovelizationOfWork.en,rdawd:P10252,property,rdac:C10001,rdaw:P10252,rdawd:P10142,,Published
has calligrapher agent,rdawd:calligrapherAgent.en,rdawd:P10253,property,rdac:C10001,rdaw:P10253,rdawd:P10058,,Published
has book artist agent,rdawd:bookArtistAgent.en,rdawd:P10254,property,rdac:C10001,rdaw:P10254,rdawd:P10058,,Published
has rapporteur agent,rdawd:rapporteurAgent.en,rdawd:P10255,property,rdac:C10001,rdaw:P10255,rdawd:P10061,,Published
has subject,rdawd:subject.en,rdawd:P10256,property,rdac:C10001,rdaw:P10256,rdawd:P10307,,Published
has subject work,rdawd:subjectWork.en,rdawd:P10257,property,rdac:C10001,rdaw:P10257,rdawd:P10198,rdawd:P10324,Published
has subject expression,rdawd:subjectExpression.en,rdawd:P10258,property,rdac:C10001,rdaw:P10258,rdawd:P10308,rdawd:P10324,Published
has subject manifestation,rdawd:subjectManifestation.en,rdawd:P10259,property,rdac:C10001,rdaw:P10259,rdawd:P10309,rdawd:P10324,Published
has subject item,rdawd:subjectItem.en,rdawd:P10260,property,rdac:C10001,rdaw:P10260,rdawd:P10310,rdawd:P10324,Published
has subject person,rdawd:subjectPerson.en,rdawd:P10261,property,rdac:C10001,rdaw:P10261,rdawd:P10312,rdawd:P10319,Published
has subject family,rdawd:subjectFamily.en,rdawd:P10262,property,rdac:C10001,rdaw:P10262,rdawd:P10313,rdawd:P10320,Published
has subject corporate body,rdawd:subjectCorporateBody.en,rdawd:P10263,property,rdac:C10001,rdaw:P10263,rdawd:P10314,rdawd:P10320,Published
is subject work of,rdawd:subjectWorkOf.en,rdawd:P10264,property,rdac:C10001,rdaw:P10264,rdawd:P10198,rdaxd:P00014,Published
is description of item,rdawd:descriptionOfItem.en,rdawd:P10265,property,rdac:C10001,rdaw:P10265,rdawd:P10260,rdawd:P10360,Published
is analysis of item,rdawd:analysisOfItem.en,rdawd:P10266,property,rdac:C10001,rdaw:P10266,rdawd:P10265,,Published
is evaluation of item,rdawd:evaluationOfItem.en,rdawd:P10267,property,rdac:C10001,rdaw:P10267,rdawd:P10265,,Published
is review of item,rdawd:reviewOfItem.en,rdawd:P10268,property,rdac:C10001,rdaw:P10268,rdawd:P10265,,Published
is critique of item,rdawd:critiqueOfItem.en,rdawd:P10269,property,rdac:C10001,rdaw:P10269,rdawd:P10265,,Published
is commentary on item,rdawd:commentaryOnItem.en,rdawd:P10270,property,rdac:C10001,rdaw:P10270,rdawd:P10265,,Published
is description of manifestation,rdawd:descriptionOfManifestation.en,rdawd:P10271,property,rdac:C10001,rdaw:P10271,rdawd:P10259,rdawd:P10360,Published
is analysis of manifestation,rdawd:analysisOfManifestation.en,rdawd:P10272,property,rdac:C10001,rdaw:P10272,rdawd:P10271,,Published
is evaluation of manifestation,rdawd:evaluationOfManifestation.en,rdawd:P10273,property,rdac:C10001,rdaw:P10273,rdawd:P10271,,Published
is review of manifestation,rdawd:reviewOfManifestation.en,rdawd:P10274,property,rdac:C10001,rdaw:P10274,rdawd:P10271,,Published
is critique of manifestation,rdawd:critiqueOfManifestation.en,rdawd:P10275,property,rdac:C10001,rdaw:P10275,rdawd:P10271,,Published
is commentary on manifestation,rdawd:commentaryOnManifestation.en,rdawd:P10276,property,rdac:C10001,rdaw:P10276,rdawd:P10271,,Published
is description of expression,rdawd:descriptionOfExpression.en,rdawd:P10277,property,rdac:C10001,rdaw:P10277,rdawd:P10258,rdawd:P10360,Published
is analysis of expression,rdawd:analysisOfExpression.en,rdawd:P10278,property,rdac:C10001,rdaw:P10278,rdawd:P10277,,Published
is evaluation of expression,rdawd:evaluationOfExpression.en,rdawd:P10279,property,rdac:C10001,rdaw:P10279,rdawd:P10277,,Published
is review of expression,rdawd:reviewOfExpression.en,rdawd:P10280,property,rdac:C10001,rdaw:P10280,rdawd:P10277,,Published
is critique of expression,rdawd:critiqueOfExpression.en,rdawd:P10281,property,rdac:C10001,rdaw:P10281,rdawd:P10277,,Published
is commentary on expression,rdawd:commentaryOnExpression.en,rdawd:P10282,property,rdac:C10001,rdaw:P10282,rdawd:P10277,,Published
is subject of (Deprecated),rdawd:subjectOf.en,rdawd:P10283,property,,rdaw:P10283,,,Deprecated
has degree committee member,rdawd:degreeCommitteeMember.en,rdawd:P10284,property,rdac:C10001,rdaw:P10284,rdawd:P10437,,Published
has defendant corporate body,rdawd:defendantCorporateBody.en,rdawd:P10285,property,rdac:C10001,rdaw:P10285,rdawd:P10531,,Published
has defendant person,rdawd:defendantPerson.en,rdawd:P10286,property,rdac:C10001,rdaw:P10286,rdawd:P10437,,Published
has commissioning body agent,rdawd:commissioningBodyAgent.en,rdawd:P10287,property,rdac:C10001,rdaw:P10287,rdawd:P10311,,Published
is oratorio adaptation of work,rdawd:oratorioAdaptationWork.en,rdawd:P10288,property,rdac:C10001,rdaw:P10288,rdawd:P10142,,Published
is adapted as oratorio work,rdawd:adaptedAsOratorioWork.en,rdawd:P10289,property,rdac:C10001,rdaw:P10289,rdawd:P10155,,Published
is inspired by,rdawd:inspiredBy.en,rdawd:P10290,property,rdac:C10001,rdaw:P10290,rdawd:P10198,,Published
is inspiration for,rdawd:inspirationFor.en,rdawd:P10291,property,rdac:C10001,rdaw:P10291,rdawd:P10198,,Published
has participant in treaty,rdawd:participantInTreaty.en,rdawd:P10292,property,rdac:C10001,rdaw:P10292,rdawd:P10531,,Published
has researcher agent,rdawd:researcherAgent.en,rdawd:P10293,property,rdac:C10001,rdaw:P10293,rdawd:P10065,,Published
has commemoration,rdawd:commemoration.en,rdawd:P10294,property,rdac:C10001,rdaw:P10294,rdawd:P10198,,Published
is commemoration of,rdawd:commemorationOf.en,rdawd:P10295,property,rdac:C10001,rdaw:P10295,rdawd:P10198,,Published
has referential work relationship with (Deprecated),rdawd:referentialWorkRelationship.en,rdawd:P10296,property,rdac:C10001,rdaw:P10296,,,Deprecated
has organizer agent,rdawd:organizerAgent.en,rdawd:P10297,property,rdac:C10001,rdaw:P10297,rdawd:P10065,,Published
has editorial director agent,rdawd:editorialDirectorAgent.en,rdawd:P10298,property,rdac:C10001,rdaw:P10298,rdawd:P10065,,Published
has founder agent of work,rdawd:founderAgentOfWork.en,rdawd:P10299,property,rdac:C10001,rdaw:P10299,rdawd:P10065,,Published
has latitude,rdawd:latitude.en,rdawd:P10300,property,rdac:C10001,rdaw:P10300,,,Published
has longitude,rdawd:longitude.en,rdawd:P10301,property,rdac:C10001,rdaw:P10301,,,Published
has right ascension,rdawd:rightAscension.en,rdawd:P10302,property,rdac:C10001,rdaw:P10302,,,Published
has declination,rdawd:declination.en,rdawd:P10303,property,rdac:C10001,rdaw:P10303,,,Published
has audio producer agent,rdawd:audioProducerAgent.en,rdawd:P10304,property,rdac:C10001,rdaw:P10304,rdawd:P10064,,Published
has casting director agent,rdawd:castingDirectorAgent.en,rdawd:P10305,property,rdac:C10001,rdaw:P10305,rdawd:P10065,,Published
has remix artist agent,rdawd:remixArtistAgent.en,rdawd:P10306,property,rdac:C10001,rdaw:P10306,rdawd:P10065,,Published
has related RDA entity of work,rdawd:relatedRDAEntityOfWork.en,rdawd:P10307,property,rdac:C10001,rdaw:P10307,rdaxd:P00001,,Published
has related expression of work,rdawd:relatedExpressionWork.en,rdawd:P10308,property,rdac:C10001,rdaw:P10308,rdawd:P10307,,Published
has related manifestation of work,rdawd:relatedManifestationWork.en,rdawd:P10309,property,rdac:C10001,rdaw:P10309,rdawd:P10307,,Published
has related item of work,rdawd:relatedItemWork.en,rdawd:P10310,property,rdac:C10001,rdaw:P10310,rdawd:P10307,,Published
has related agent of work,rdawd:relatedAgentWork.en,rdawd:P10311,property,rdac:C10001,rdaw:P10311,rdawd:P10307,,Published
has related person of work,rdawd:relatedPersonWork.en,rdawd:P10312,property,rdac:C10001,rdaw:P10312,rdawd:P10311,,Published
has related family of work,rdawd:relatedFamilyWork.en,rdawd:P10313,property,rdac:C10001,rdaw:P10313,rdawd:P10315,,Published
has related corporate body of work,rdawd:relatedCorporateBodyWork.en,rdawd:P10314,property,rdac:C10001,rdaw:P10314,rdawd:P10315,,Published
has related collective agent of work,rdawd:relatedCollectiveAgentWork.en,rdawd:P10315,property,rdac:C10001,rdaw:P10315,rdawd:P10311,,Published
has related place of work,rdawd:relatedPlaceWork.en,rdawd:P10316,property,rdac:C10001,rdaw:P10316,rdawd:P10307,,Published
has related timespan of work,rdawd:relatedTimespanWork.en,rdawd:P10317,property,rdac:C10001,rdaw:P10317,rdawd:P10307,,Published
has related nomen of work,rdawd:relatedNomenWork.en,rdawd:P10318,property,rdac:C10001,rdaw:P10318,rdawd:P10307,,Published
has subject agent,rdawd:subjectAgent.en,rdawd:P10319,property,rdac:C10001,rdaw:P10319,rdawd:P10311,rdawd:P10324,Published
has subject collective agent,rdawd:subjectCollectiveAgent.en,rdawd:P10320,property,rdac:C10001,rdaw:P10320,rdawd:P10315,rdawd:P10319,Published
has subject place,rdawd:subjectPlace.en,rdawd:P10321,property,rdac:C10001,rdaw:P10321,rdawd:P10316,rdawd:P10324,Published
has subject timespan,rdawd:subjectTimespan.en,rdawd:P10322,property,rdac:C10001,rdaw:P10322,rdawd:P10317,rdawd:P10324,Published
has subject nomen,rdawd:subjectNomen.en,rdawd:P10323,property,rdac:C10001,rdaw:P10323,rdawd:P10318,rdawd:P10324,Published
has subject RDA entity,rdawd:subjectRDAEntity.en,rdawd:P10324,property,rdac:C10001,rdaw:P10324,rdawd:P10307,rdawd:P10256,Published
is description of person,rdawd:descriptionOfPerson.en,rdawd:P10325,property,rdac:C10001,rdaw:P10325,rdawd:P10261,,Published
is description of corporate body,rdawd:descriptionOfCorporateBody.en,rdawd:P10326,property,rdac:C10001,rdaw:P10326,rdawd:P10263,,Published
is description of family,rdawd:descriptionOfFamily.en,rdawd:P10327,property,rdac:C10001,rdaw:P10327,rdawd:P10262,,Published
has access point for work,rdawd:accessPointForWork.en,rdawd:P10328,property,rdac:C10001,rdaw:P10328,rdawd:P10329,rdaxd:P00016,Published
has appellation of work,rdawd:appellationOfWork.en,rdawd:P10329,property,rdac:C10001,rdaw:P10329,rdawd:P10318,rdaxd:P00017,Published
has note on work,rdawd:noteOnWork.en,rdawd:P10330,property,rdac:C10001,rdaw:P10330,rdaxd:P00015,,Published
has authorized access point for work,rdawd:authorizedAccessPointForWork.en,rdawd:P10331,property,rdac:C10001,rdaw:P10331,rdawd:P10328,rdaxd:P00020,Published
has variant access point for work,rdawd:variantAccessPointForWork.en,rdawd:P10332,property,rdac:C10001,rdaw:P10332,rdawd:P10328,rdaxd:P00022,Published
has opus number,rdawd:opusNumber.en,rdawd:P10333,property,rdac:C10001,rdaw:P10333,rdawd:P10079,,Published
has serial number of musical work,rdawd:serialNumberOfMusicalWork.en,rdawd:P10334,property,rdac:C10001,rdaw:P10334,rdawd:P10079,,Published
has thematic index number,rdawd:thematicIndexNumber.en,rdawd:P10335,property,rdac:C10001,rdaw:P10335,rdawd:P10079,,Published
has transformation,rdawd:transformation.en,rdawd:P10336,property,rdac:C10001,rdaw:P10336,rdawd:P10198,,Published
is transformation of,rdawd:transformationOf.en,rdawd:P10337,property,rdac:C10001,rdaw:P10337,rdawd:P10198,,Published
is description of agent,rdawd:descriptionOfAgent.en,rdawd:P10338,property,rdac:C10001,rdaw:P10338,rdawd:P10319,rdawd:P10360,Published
is description of collective agent,rdawd:descriptionOfCollectiveAgent.en,rdawd:P10339,property,rdac:C10001,rdaw:P10339,rdawd:P10320,,Published
has transformation by style,rdawd:transformationByStyle.en,rdawd:P10340,property,rdac:C10001,rdaw:P10340,rdawd:P10336,,Published
is transformation by style of,rdawd:transformationByStyleOf.en,rdawd:P10341,property,rdac:C10001,rdaw:P10341,rdawd:P10337,,Published
has transformation by genre,rdawd:transformationByGenre.en,rdawd:P10342,property,rdac:C10001,rdaw:P10342,rdawd:P10336,,Published
is transformation by genre of,rdawd:transformationByGenreOf.en,rdawd:P10343,property,rdac:C10001,rdaw:P10343,rdawd:P10337,,Published
has transformation by policy,rdawd:transformationByPolicy.en,rdawd:P10344,property,rdac:C10001,rdaw:P10344,rdawd:P10336,,Published
is transformation by policy of,rdawd:transformationByPolicyOf.en,rdawd:P10345,property,rdac:C10001,rdaw:P10345,rdawd:P10337,,Published
has representative expression,rdawd:representativeExpression.en,rdawd:P10346,property,rdac:C10001,rdaw:P10346,rdawd:P10078,,Published
has aspect ratio of representative expression,rdawd:aspectRatioOfRepresentativeExpression.en,rdawd:P10347,property,rdac:C10001,rdaw:P10347,,,Published
has colour content of representative expression,rdawd:colourContentOfRepresentativeExpression.en,rdawd:P10348,property,rdac:C10001,rdaw:P10348,,,Published
has content type of representative expression,rdawd:contentTypeOfRepresentativeExpression.en,rdawd:P10349,property,rdac:C10001,rdaw:P10349,,,Published
has date of capture of representative expression,rdawd:dateOfCaptureOfRepresentativeExpression.en,rdawd:P10350,property,rdac:C10001,rdaw:P10350,rdawd:P10219,,Published
has duration of representative expression,rdawd:durationOfRepresentativeExpression.en,rdawd:P10351,property,rdac:C10001,rdaw:P10351,rdawd:P10317,,Published
has extent of representative expression,rdawd:extentOfRepresentativeExpression.en,rdawd:P10352,property,rdac:C10001,rdaw:P10352,,,Published
has language of representative expression,rdawd:languageOfRepresentativeExpression.en,rdawd:P10353,property,rdac:C10001,rdaw:P10353,,,Published
has place of capture of representative expression,rdawd:placeOfCaptureOfRepresentativeExpression.en,rdawd:P10354,property,rdac:C10001,rdaw:P10354,rdawd:P10316,,Published
has projection of cartographic content of representative expression,rdawd:projectionOfCartographicContentOfRepresentativeExpression.en,rdawd:P10355,property,rdac:C10001,rdaw:P10355,,,Published
has scale of representative expression,rdawd:scaleOfRepresentativeExpression.en,rdawd:P10356,property,rdac:C10001,rdaw:P10356,,,Published
has script of representative expression,rdawd:scriptOfRepresentativeExpression.en,rdawd:P10357,property,rdac:C10001,rdaw:P10357,,,Published
has sound content of representative expression,rdawd:soundContentOfRepresentativeExpression.en,rdawd:P10358,property,rdac:C10001,rdaw:P10358,,,Published
is critique of RDA entity,rdawd:critiqueOfRDAEntity.en,rdawd:P10359,property,rdac:C10001,rdaw:P10359,rdawd:P10324,,Published
is description of RDA entity,rdawd:descriptionOfRDAEntity.en,rdawd:P10360,property,rdac:C10001,rdaw:P10360,rdawd:P10324,,Published
is evaluation of RDA entity,rdawd:evaluationOfRDAEntity.en,rdawd:P10361,property,rdac:C10001,rdaw:P10361,rdawd:P10324,,Published
is review of RDA entity,rdawd:reviewOfRDAEntity.en,rdawd:P10362,property,rdac:C10001,rdaw:P10362,rdawd:P10324,,Published
is binding of manifestation of,rdawd:bindingOfManifestationOf.en,rdawd:P10363,property,rdac:C10001,rdaw:P10363,rdawd:P10309,,Published
is binding of item of,rdawd:bindingOfItemOf.en,rdawd:P10364,property,rdac:C10001,rdaw:P10364,rdawd:P10310,,Published
has extension plan,rdawd:extensionPlan.en,rdawd:P10365,property,rdac:C10001,rdaw:P10365,,,Published
has ISSN,rdawd:issn.en,rdawd:P10366,property,rdac:C10001,rdaw:P10366,rdawd:P10002,,Published
has key title,rdawd:keyTitle.en,rdawd:P10367,property,rdac:C10001,rdaw:P10367,rdawd:P10088,,Published
has frequency,rdawd:frequency.en,rdawd:P10368,property,rdac:C10001,rdaw:P10368,,,Published
is lyrics for work,rdawd:lyricsForWork.en,rdawd:P10369,property,rdac:C10001,rdaw:P10369,rdawd:P10372,,Published
has lyrics work,rdawd:lyricsWork.en,rdawd:P10370,property,rdac:C10001,rdaw:P10370,rdawd:P10371,,Published
has text work,rdawd:textWork,rdawd:P10371,property,rdac:C10001,rdaw:P10371,rdawd:P10103,,Published
is text for work,rdawd:textForWork,rdawd:P10372,property,rdac:C10001,rdaw:P10372,rdawd:P10103,,Published
has spoken word work,rdawd:spokenWordWork.en,rdawd:P10373,property,rdac:C10001,rdaw:P10373,rdawd:P10103,,Published
has sounds work,rdawd:soundsWork.en,rdawd:P10374,property,rdac:C10001,rdaw:P10374,rdawd:P10103,,Published
is spoken word for work,rdawd:spokenWordForWork.en,rdawd:P10375,property,rdac:C10001,rdaw:P10375,rdawd:P10103,,Published
is sounds for work,rdawd:soundsForWork.en,rdawd:P10376,property,rdac:C10001,rdaw:P10376,rdawd:P10103,,Published
has transformation by extension plan,rdawd:transformationByExtensionPlan.en,rdawd:P10377,property,rdac:C10001,rdaw:P10377,rdawd:P10344,,Published
is transformation by extension plan of,rdawd:transformationByExtensionPlanOf.en,rdawd:P10378,property,rdac:C10001,rdaw:P10378,rdawd:P10345,,Published
has sequential version,rdawd:sequentialVersion.en,rdawd:P10379,property,rdac:C10001,rdaw:P10379,rdawd:P10377,,Published
is sequential version of,rdawd:sequentialVersionOf.en,rdawd:P10380,property,rdac:C10001,rdaw:P10380,rdawd:P10378,,Published
has serialized version,rdawd:serializedVersion.en,rdawd:P10381,property,rdac:C10001,rdaw:P10381,rdawd:P10377,,Published
has static version,rdawd:staticVersion.en,rdawd:P10382,property,rdac:C10001,rdaw:P10382,rdawd:P10377,,Published
has transformation by audience,rdawd:transformationByAudience.en,rdawd:P10383,property,rdac:C10001,rdaw:P10383,rdawd:P10336,,Published
is transformation by audience of,rdawd:transformationByAudienceOf.en,rdawd:P10384,property,rdac:C10001,rdaw:P10384,rdawd:P10337,,Published
has language version,rdawd:languageVersion.en,rdawd:P10385,property,rdac:C10001,rdaw:P10385,rdawd:P10383,,Published
has regional version,rdawd:regionalVersion.en,rdawd:P10386,property,rdac:C10001,rdaw:P10386,rdawd:P10383,,Published
has carrier version,rdawd:carrierVersion,rdawd:P10387,property,rdac:C10001,rdaw:P10387,rdawd:P10383,,Published
is language version of,rdawd:languageVersionOf.en,rdawd:P10388,property,rdac:C10001,rdaw:P10388,rdawd:P10384,,Published
is regional version of,rdawd:regionalVersionOf.en,rdawd:P10389,property,rdac:C10001,rdaw:P10389,rdawd:P10384,,Published
is carrier version of,rdawd:carrierVersionOf.en,rdawd:P10390,property,rdac:C10001,rdaw:P10390,rdawd:P10384,,Published
is serialized version of,rdawd:serializedVersionOf.en,rdawd:P10391,property,rdac:C10001,rdaw:P10391,rdawd:P10378,,Published
is static version of,rdawd:staticVersionOf.en,rdawd:P10392,property,rdac:C10001,rdaw:P10392,rdawd:P10378,,Published
has aggregator agent,rdawd:aggregatorAgent.en,rdawd:P10393,property,rdac:C10001,rdaw:P10393,rdawd:P10065,,Published
has criminal defendant corporate body,rdawd:criminalDefendantCorporateBody.en,rdawd:P10394,property,rdac:C10001,rdaw:P10394,rdawd:P10285,,Published
has civil defendant corporate body,rdawd:civilDefendantCorporateBody.en,rdawd:P10395,property,rdac:C10001,rdaw:P10395,rdawd:P10285,,Published
has criminal defendant person,rdawd:criminalDefendantPerson.en,rdawd:P10396,property,rdac:C10001,rdaw:P10396,rdawd:P10286,,Published
has civil defendant person,rdawd:civilDefendantPerson.en,rdawd:P10397,property,rdac:C10001,rdaw:P10397,rdawd:P10286,,Published
has date of representative expression,rdawd:dateOfRepresentativeExpression.en,rdawd:P10398,property,rdac:C10001,rdaw:P10398,rdawd:P10317,,Published
has appellation of work group,rdawd:appellationOfWorkGroup.en,rdawd:P10399,property,rdac:C10001,rdaw:P10399,rdawd:P10329,,Published
has identifier for work group,rdawd:identifierForWorkGroup.en,rdawd:P10400,property,rdac:C10001,rdaw:P10400,rdawd:P10399,,Published
has authorized access point for work group,rdawd:authorizedAccessPointForWorkGroup.en,rdawd:P10401,property,rdac:C10001,rdaw:P10401,rdawd:P10399,,Published
has note on metadata work,rdawd:noteOnMetadataWork.en,rdawd:P10402,property,rdac:C10001,rdaw:P10402,rdawd:P10330,,Published
has scope of validity,rdawd:scopeOfValidity.en,rdawd:P10403,property,rdac:C10001,rdaw:P10403,,,Published
has recording source,rdawd:recordingSource.en,rdawd:P10404,property,rdac:C10001,rdaw:P10404,,,Published
has related entity of work,rdawd:relatedEntityOfWork.en,rdawd:P10405,property,rdac:C10001,rdaw:P10405,rdaxd:P00028,,Published
has source consulted,rdawd:sourceConsulted.en,rdawd:P10406,property,rdac:C10001,rdaw:P10406,rdawd:P10309,,Published
has academic supervisor,rdawd:academicSupervisor.en,rdawd:P10407,property,rdac:C10001,rdaw:P10407,rdawd:P10437,,Published
has project supervisor,rdawd:projectSupervisor.en,rdawd:P10408,property,rdac:C10001,rdaw:P10408,rdawd:P10407,,Published
has research supervisor,rdawd:researchSupervisor.en,rdawd:P10409,property,rdac:C10001,rdaw:P10409,rdawd:P10407,,Published
has special issue,rdawd:specialIssue.en,rdawd:P10410,property,rdac:C10001,rdaw:P10410,rdawd:P10141,,Published
