reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type"
38303,"has contributor collective agent to aggregate",rdam:contributorCollectiveAgentToAggregate.en,"Relates a manifestation to a collective agent who creates an expression of a work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent to aggregate","A collective agent who creates an expression of a work that is embodied by an aggregate.",rdam:P30365,property,contributorCollectiveAgentToAggregate,rdac:C10007,,rdau:P61086,rdam:P30271,rdam:P30327,,,Published,,2
38304,"has surveyor collective agent",rdam:surveyorCollectiveAgent.en,"Relates a manifestation to a collective agent who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",,,,,,,,,,,"surveyor collective agent","A collective agent who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",rdam:P30366,property,surveyorCollectiveAgent,rdac:C10007,,rdau:P60377,rdam:P30367,rdam:P30312,,,Published,,2
38305,"has contributor collective agent of cartography",rdam:contributorCollectiveAgentOfCartography.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of cartography","A collective agent who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",rdam:P30367,property,contributorCollectiveAgentOfCartography,rdac:C10007,,rdau:P61132,rdam:P30365,rdam:P30315,,,Published,,2
38306,"has contributor collective agent of choreography",rdam:contributorCollectiveAgentOfChoreography.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of choreography","A collective agent who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",rdam:P30368,property,contributorCollectiveAgentOfChoreography,rdac:C10007,,rdau:P61133,rdam:P30365,rdam:P30316,,,Published,,2
38307,"has contributor collective agent of moving image",rdam:contributorCollectiveAgentOfMovingImage.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of moving image","A collective agent who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",rdam:P30369,property,contributorCollectiveAgentOfMovingImage,rdac:C10007,,rdau:P61135,rdam:P30365,rdam:P30326,,,Published,,2
38308,"has contributor collective agent of music",rdam:contributorCollectiveAgentOfMusic.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of music","A collective agent who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",rdam:P30370,property,contributorCollectiveAgentOfMusic,rdac:C10007,,rdau:P61136,rdam:P30365,rdam:P30311,,,Published,,2
38309,"has contributor collective agent of speech",rdam:contributorCollectiveAgentOfSpeech.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of speech","A collective agent who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",rdam:P30371,property,contributorCollectiveAgentOfSpeech,rdac:C10007,,rdau:P61138,rdam:P30365,rdam:P30331,,,Published,,2
38310,"has contributor collective agent of still image",rdam:contributorCollectiveAgentOfStillImage.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of still image","A collective agent who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",rdam:P30372,property,contributorCollectiveAgentOfStillImage,rdac:C10007,,rdau:P60396,rdam:P30365,rdam:P30321,,,Published,,2
38311,"has contributor collective agent of text",rdam:contributorCollectiveAgentOfText.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of text","A collective agent who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",rdam:P30373,property,contributorCollectiveAgentOfText,rdac:C10007,,rdau:P61139,rdam:P30365,rdam:P30328,,,Published,,2
38312,"has contributor collective agent of object",rdam:contributorCollectiveAgentOfObject.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of object","A collective agent who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",rdam:P30374,property,contributorCollectiveAgentOfObject,rdac:C10007,,rdau:P61137,rdam:P30365,rdam:P30332,,,Published,,2
38313,"has contributor collective agent of computer content",rdam:contributorCollectiveAgentOfComputerContent.en,"Relates a manifestation to a collective agent who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",,,,,,,,,,,"contributor collective agent of computer content","A collective agent who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",rdam:P30375,property,contributorCollectiveAgentOfComputerContent,rdac:C10007,,rdau:P61134,rdam:P30365,rdam:P30333,,,Published,,2
38314,"has broadcaster collective agent",rdam:broadcasterCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",,,,,,,,,,,"broadcaster collective agent","A collective agent who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",rdam:P30376,property,broadcasterCollectiveAgent,rdac:C10007,,rdau:P60407,rdam:P30391,rdam:P30067,,,Published,,2
38315,"has film distributor collective agent",rdam:filmDistributorCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in distributing a moving image manifestation to theatres or other distribution channels.",,,,,,,,,,,"film distributor collective agent","A collective agent who is involved in distributing a moving image manifestation to theatres or other distribution channels.",rdam:P30377,property,filmDistributorCollectiveAgent,rdac:C10007,,rdau:P60408,rdam:P30388,rdam:P30068,,,Published,,2
38316,"has book designer collective agent",rdam:bookDesignerCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",,,,,,,,,,,"book designer collective agent","A collective agent who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",rdam:P30378,property,bookDesignerCollectiveAgent,rdac:C10007,,rdau:P60409,rdam:P30390,rdam:P30069,,,Published,,2
38317,"has engraver collective agent",rdam:engraverCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",,,,,,,,,,,"engraver collective agent","A collective agent who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",rdam:P30379,property,engraverCollectiveAgent,rdac:C10007,,rdau:P60410,rdam:P30390,rdam:P30070,,,Published,,2
38318,"has braille embosser collective agent",rdam:brailleEmbosserCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",,,,,,,,,,,"braille embosser collective agent","A collective agent who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",rdam:P30380,property,brailleEmbosserCollectiveAgent,rdac:C10007,,rdau:P60411,rdam:P30390,rdam:P30071,,,Published,,2
38319,"has printmaker collective agent",rdam:printmakerCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,"printmaker collective agent","A collective agent who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30381,property,printmakerCollectiveAgent,rdac:C10007,,rdau:P60412,rdam:P30390,rdam:P30072,,,Published,,2
38320,"has caster collective agent",rdam:casterCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",,,,,,,,,,,"caster collective agent","A collective agent who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",rdam:P30382,property,casterCollectiveAgent,rdac:C10007,,rdau:P60413,rdam:P30390,rdam:P30073,,,Published,,2
38321,"has lithographer collective agent",rdam:lithographerCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.","A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.",,,,,,,,,,"lithographer collective agent","A collective agent who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.",rdam:P30383,property,lithographerCollectiveAgent,rdac:C10007,,rdau:P60414,rdam:P30390,rdam:P30074,,,Published,,2
38322,"has platemaker collective agent",rdam:platemakerCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",,,,,,,,,,,"platemaker collective agent","A collective agent who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",rdam:P30384,property,platemakerCollectiveAgent,rdac:C10007,,rdau:P60415,rdam:P30390,rdam:P30075,,,Published,,2
38323,"has etcher collective agent",rdam:etcherCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,"etcher collective agent","A collective agent who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30385,property,etcherCollectiveAgent,rdac:C10007,,rdau:P60416,rdam:P30390,rdam:P30076,,,Published,,2
38324,"has collotyper collective agent",rdam:collotyperCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",,,,,,,,,,,"collotyper collective agent","A collective agent who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",rdam:P30386,property,collotyperCollectiveAgent,rdac:C10007,,rdau:P60417,rdam:P30390,rdam:P30077,,,Published,,2
38325,"has printer collective agent",rdam:printerCollectiveAgent.en,"Relates a manifestation to a collective agent who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",,,,,,,,,,,"printer collective agent","A collective agent who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",rdam:P30387,property,printerCollectiveAgent,rdac:C10007,,rdau:P60418,rdam:P30390,rdam:P30078,,,Published,,2
38326,"has distributor collective agent",rdam:distributorCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for distributing a manifestation.",,,,,,,,,,,"distributor collective agent","A collective agent who is responsible for distributing a manifestation.",rdam:P30388,property,distributorCollectiveAgent,rdac:C10007,,rdau:P60438,rdam:P30271,rdam:P30080,,,Published,,2
38327,"has producer collective agent of unpublished manifestation",rdam:producerCollectiveAgentOfUnpublishedManifestation.en,"Relates a manifestation to a collective agent who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",,,,,,,,,,,"producer collective agent of unpublished manifestation","A collective agent who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",rdam:P30389,property,producerCollectiveAgentOfUnpublishedManifestation,rdac:C10007,,rdau:P60440,rdam:P30392,rdam:P30081,,,Published,,2
38328,"has manufacturer collective agent",rdam:manufacturerCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for printing, duplicating, casting, etc., a published manifestation.",,,,,,,,,,,"manufacturer collective agent","A collective agent who is responsible for printing, duplicating, casting, etc., a published manifestation.",rdam:P30390,property,manufacturerCollectiveAgent,rdac:C10007,,rdau:P60443,rdam:P30392,rdam:P30082,,,Published,,2
38329,"has publisher collective agent",rdam:publisherCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for publishing, releasing, or issuing a manifestation.",,,,,,,,,,,"publisher collective agent","A collective agent who is responsible for publishing, releasing, or issuing a manifestation.",rdam:P30391,property,publisherCollectiveAgent,rdac:C10007,,rdau:P60444,rdam:P30392,rdam:P30083,,,Published,,2
38330,"has creator collective agent of manifestation",rdam:creatorCollectiveAgentOfManifestation.en,"Relates a manifestation to a collective agent who is responsible for the embodiment of one or more expressions.","A creator of manifestation includes a distributor, manufacturer, producer, and publisher.",,,,,,,,,,"creator collective agent of manifestation","A collective agent who is responsible for the embodiment of one or more expressions.",rdam:P30392,property,creatorCollectiveAgentOfManifestation,rdac:C10007,,rdau:P60447,rdam:P30271,rdam:P30329,,,Published,,2
38331,"has papermaker collective agent",rdam:papermakerCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for the production of paper used to manufacture a manifestation.",,,,,,,,,,,"papermaker collective agent","A collective agent who is responsible for the production of paper used to manufacture a manifestation.",rdam:P30393,property,papermakerCollectiveAgent,rdac:C10007,,rdau:P60746,rdam:P30390,rdam:P30215,,,Published,,2
38332,"has contributor corporate body to aggregate",rdam:contributorCorporateBodyToAggregate.en,"Relates a manifestation to a corporate body who creates an expression of a work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body to aggregate","A corporate body who creates an expression of a work that is embodied by an aggregate.",rdam:P30394,property,contributorCorporateBodyToAggregate,rdac:C10007,,rdau:P61086,rdam:P30270,rdam:P30365,,,Published,,2
38333,"has surveyor corporate body",rdam:surveyorCorporateBody.en,"Relates a manifestation to a corporate body who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",,,,,,,,,,,"surveyor corporate body","A corporate body who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",rdam:P30395,property,surveyorCorporateBody,rdac:C10007,,rdau:P60377,rdam:P30396,rdam:P30366,,,Published,,2
38334,"has contributor corporate body of cartography",rdam:contributorCorporateBodyOfCartography.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of cartography","A corporate body who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",rdam:P30396,property,contributorCorporateBodyOfCartography,rdac:C10007,,rdau:P61132,rdam:P30394,rdam:P30367,,,Published,,2
38335,"has contributor corporate body of choreography",rdam:contributorCorporateBodyOfChoreography.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of choreography","A corporate body who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",rdam:P30397,property,contributorCorporateBodyOfChoreography,rdac:C10007,,rdau:P61133,rdam:P30394,rdam:P30368,,,Published,,2
38336,"has contributor corporate body of moving image",rdam:contributorCorporateBodyOfMovingImage.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of moving image","A corporate body who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",rdam:P30398,property,contributorCorporateBodyOfMovingImage,rdac:C10007,,rdau:P61135,rdam:P30394,rdam:P30369,,,Published,,2
38337,"has contributor corporate body of music",rdam:contributorCorporateBodyOfMusic.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of music","A corporate body who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",rdam:P30399,property,contributorCorporateBodyOfMusic,rdac:C10007,,rdau:P61136,rdam:P30394,rdam:P30370,,,Published,,2
38338,"has contributor corporate body of speech",rdam:contributorCorporateBodyOfSpeech.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of speech","A corporate body who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",rdam:P30400,property,contributorCorporateBodyOfSpeech,rdac:C10007,,rdau:P61138,rdam:P30394,rdam:P30371,,,Published,,2
38339,"has contributor corporate body of still image",rdam:contributorCorporateBodyOfStillImage.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of still image","A corporate body who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",rdam:P30401,property,contributorCorporateBodyOfStillImage,rdac:C10007,,rdau:P60396,rdam:P30394,rdam:P30372,,,Published,,2
38340,"has contributor corporate body of text",rdam:contributorCorporateBodyOfText.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of text","A corporate body who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",rdam:P30402,property,contributorCorporateBodyOfText,rdac:C10007,,rdau:P61139,rdam:P30394,rdam:P30373,,,Published,,2
38341,"has contributor corporate body of object",rdam:contributorCorporateBodyOfObject.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of object","A corporate body who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",rdam:P30403,property,contributorCorporateBodyOfObject,rdac:C10007,,rdau:P61137,rdam:P30394,rdam:P30374,,,Published,,2
38342,"has contributor corporate body of computer content",rdam:contributorCorporateBodyOfComputerContent.en,"Relates a manifestation to a corporate body who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",,,,,,,,,,,"contributor corporate body of computer content","A corporate body who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",rdam:P30404,property,contributorCorporateBodyOfComputerContent,rdac:C10007,,rdau:P61134,rdam:P30394,rdam:P30375,,,Published,,2
38343,"has broadcaster corporate body",rdam:broadcasterCorporateBody.en,"Relates a manifestation to a corporate body who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",,,,,,,,,,,"broadcaster corporate body","A corporate body who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",rdam:P30405,property,broadcasterCorporateBody,rdac:C10007,,rdau:P60407,rdam:P30420,rdam:P30376,,,Published,,2
38344,"has film distributor corporate body",rdam:filmDistributorCorporateBody.en,"Relates a manifestation to a corporate body who is involved in distributing a moving image manifestation to theatres or other distribution channels.",,,,,,,,,,,"film distributor corporate body","A corporate body who is involved in distributing a moving image manifestation to theatres or other distribution channels.",rdam:P30406,property,filmDistributorCorporateBody,rdac:C10007,,rdau:P60408,rdam:P30417,rdam:P30377,,,Published,,2
38345,"has book designer corporate body",rdam:bookDesignerCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",,,,,,,,,,,"book designer corporate body","A corporate body who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",rdam:P30407,property,bookDesignerCorporateBody,rdac:C10007,,rdau:P60409,rdam:P30419,rdam:P30378,,,Published,,2
38346,"has engraver corporate body",rdam:engraverCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",,,,,,,,,,,"engraver corporate body","A corporate body who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",rdam:P30408,property,engraverCorporateBody,rdac:C10007,,rdau:P60410,rdam:P30419,rdam:P30379,,,Published,,2
38347,"has braille embosser corporate body",rdam:brailleEmbosserCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",,,,,,,,,,,"braille embosser corporate body","A corporate body who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",rdam:P30409,property,brailleEmbosserCorporateBody,rdac:C10007,,rdau:P60411,rdam:P30419,rdam:P30380,,,Published,,2
38348,"has printmaker corporate body",rdam:printmakerCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,"printmaker corporate body","A corporate body who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30410,property,printmakerCorporateBody,rdac:C10007,,rdau:P60412,rdam:P30419,rdam:P30381,,,Published,,2
38349,"has caster corporate body",rdam:casterCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",,,,,,,,,,,"caster corporate body","A corporate body who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",rdam:P30411,property,casterCorporateBody,rdac:C10007,,rdau:P60413,rdam:P30419,rdam:P30382,,,Published,,2
38350,"has lithographer corporate body",rdam:lithographerCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.","A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.",,,,,,,,,,"lithographer corporate body","A corporate body who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.",rdam:P30412,property,lithographerCorporateBody,rdac:C10007,,rdau:P60414,rdam:P30419,rdam:P30383,,,Published,,2
38351,"has platemaker corporate body",rdam:platemakerCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",,,,,,,,,,,"platemaker corporate body","A corporate body who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",rdam:P30413,property,platemakerCorporateBody,rdac:C10007,,rdau:P60415,rdam:P30419,rdam:P30384,,,Published,,2
38352,"has etcher corporate body",rdam:etcherCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,"etcher corporate body","A corporate body who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30414,property,etcherCorporateBody,rdac:C10007,,rdau:P60416,rdam:P30419,rdam:P30385,,,Published,,2
38353,"has collotyper corporate body",rdam:collotyperCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",,,,,,,,,,,"collotyper corporate body","A corporate body who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",rdam:P30415,property,collotyperCorporateBody,rdac:C10007,,rdau:P60417,rdam:P30419,rdam:P30386,,,Published,,2
38354,"has printer corporate body",rdam:printerCorporateBody.en,"Relates a manifestation to a corporate body who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",,,,,,,,,,,"printer corporate body","A corporate body who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",rdam:P30416,property,printerCorporateBody,rdac:C10007,,rdau:P60418,rdam:P30419,rdam:P30387,,,Published,,2
38355,"has distributor corporate body",rdam:distributorCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for distributing a manifestation.",,,,,,,,,,,"distributor corporate body","A corporate body who is responsible for distributing a manifestation.",rdam:P30417,property,distributorCorporateBody,rdac:C10007,,rdau:P60438,rdam:P30270,rdam:P30388,,,Published,,2
38356,"has producer corporate body of unpublished manifestation",rdam:producerCorporateBodyOfUnpublishedManifestation.en,"Relates a manifestation to a corporate body who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",,,,,,,,,,,"producer corporate body of unpublished manifestation","A corporate body who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",rdam:P30418,property,producerCorporateBodyOfUnpublishedManifestation,rdac:C10007,,rdau:P60440,rdam:P30421,rdam:P30389,,,Published,,2
38357,"has manufacturer corporate body",rdam:manufacturerCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for printing, duplicating, casting, etc., a published manifestation.",,,,,,,,,,,"manufacturer corporate body","A corporate body who is responsible for printing, duplicating, casting, etc., a published manifestation.",rdam:P30419,property,manufacturerCorporateBody,rdac:C10007,,rdau:P60443,rdam:P30421,rdam:P30390,,,Published,,2
38358,"has publisher corporate body",rdam:publisherCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for publishing, releasing, or issuing a manifestation.",,,,,,,,,,,"publisher corporate body","A corporate body who is responsible for publishing, releasing, or issuing a manifestation.",rdam:P30420,property,publisherCorporateBody,rdac:C10007,,rdau:P60444,rdam:P30421,rdam:P30391,,,Published,,2
38359,"has creator corporate body of manifestation",rdam:creatorCorporateBodyOfManifestation.en,"Relates a manifestation to a corporate body who is responsible for the embodiment of one or more expressions.","A creator of manifestation includes a distributor, manufacturer, producer, and publisher.",,,,,,,,,,"creator corporate body of manifestation","A corporate body who is responsible for the embodiment of one or more expressions.",rdam:P30421,property,creatorCorporateBodyOfManifestation,rdac:C10007,,rdau:P60447,rdam:P30270,rdam:P30392,,,Published,,2
38360,"has papermaker corporate body",rdam:papermakerCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for the production of paper used to manufacture a manifestation.",,,,,,,,,,,"papermaker corporate body","A corporate body who is responsible for the production of paper used to manufacture a manifestation.",rdam:P30422,property,papermakerCorporateBody,rdac:C10007,,rdau:P60746,rdam:P30419,rdam:P30393,,,Published,,2
38361,"has contributor family to aggregate",rdam:contributorFamilyToAggregate.en,"Relates a manifestation to a family who creates an expression of a work that is embodied by an aggregate.",,,,,,,,,,,"contributor family to aggregate","A family who creates an expression of a work that is embodied by an aggregate.",rdam:P30423,property,contributorFamilyToAggregate,rdac:C10007,,rdau:P61086,rdam:P30269,rdam:P30365,,,Published,,2
38362,"has surveyor family",rdam:surveyorFamily.en,"Relates a manifestation to a family who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",,,,,,,,,,,"surveyor family","A family who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",rdam:P30424,property,surveyorFamily,rdac:C10007,,rdau:P60377,rdam:P30425,rdam:P30366,,,Published,,2
38363,"has contributor family of cartography",rdam:contributorFamilyOfCartography.en,"Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor family of cartography","A family who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",rdam:P30425,property,contributorFamilyOfCartography,rdac:C10007,,rdau:P61132,rdam:P30423,rdam:P30367,,,Published,,2
38364,"has contributor family of choreography",rdam:contributorFamilyOfChoreography.en,"Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor family of choreography","A family who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",rdam:P30426,property,contributorFamilyOfChoreography,rdac:C10007,,rdau:P61133,rdam:P30423,rdam:P30368,,,Published,,2
38365,"has contributor family of moving image",rdam:contributorFamilyOfMovingImage.en,"Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",,,,,,,,,,,"contributor family of moving image","A family who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",rdam:P30427,property,contributorFamilyOfMovingImage,rdac:C10007,,rdau:P61135,rdam:P30423,rdam:P30369,,,Published,,2
38366,"has contributor family of music",rdam:contributorFamilyOfMusic.en,"Relates a manifestation to a family who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",,,,,,,,,,,"contributor family of music","A family who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",rdam:P30428,property,contributorFamilyOfMusic,rdac:C10007,,rdau:P61136,rdam:P30423,rdam:P30370,,,Published,,2
